ensembl_gene_id	gene_id	symbol	type
NA	13195437	21ur-14249	ncRNA
NA	13195438	21ur-2839	ncRNA
NA	13195439	21ur-9741	ncRNA
NA	13195440	21ur-940	ncRNA
NA	13195441	21ur-7155	ncRNA
NA	13195442	21ur-10695	ncRNA
NA	13195443	21ur-11088	ncRNA
NA	13195444	21ur-4299	ncRNA
NA	13195445	21ur-10246	ncRNA
NA	13195446	21ur-11346	ncRNA
NA	13195447	21ur-12890	ncRNA
NA	13195448	21ur-8160	ncRNA
NA	13195449	21ur-5982	ncRNA
NA	13195450	21ur-1207	ncRNA
NA	13195451	21ur-14188	ncRNA
NA	13195452	21ur-417	ncRNA
NA	13195453	21ur-9440	ncRNA
NA	13195454	21ur-7572	ncRNA
NA	13195455	21ur-1764	ncRNA
NA	13195456	21ur-223	ncRNA
NA	13195457	21ur-5175	ncRNA
NA	13195459	21ur-7612	ncRNA
NA	13195460	21ur-10495	ncRNA
NA	13195461	21ur-1157	ncRNA
NA	13195462	21ur-3734	ncRNA
NA	13195463	21ur-14414	ncRNA
NA	13195464	21ur-6722	ncRNA
NA	13195465	21ur-9403	ncRNA
NA	13195467	21ur-10215	ncRNA
NA	13195468	21ur-10647	ncRNA
NA	13195469	21ur-331	ncRNA
NA	13195470	21ur-3740	ncRNA
NA	13195471	21ur-5774	ncRNA
NA	13195472	21ur-6093	ncRNA
NA	13195473	21ur-8177	ncRNA
NA	13195474	21ur-2987	ncRNA
NA	13195475	21ur-10477	ncRNA
NA	13195477	21ur-5587	ncRNA
NA	13195478	21ur-7675	ncRNA
NA	13195479	21ur-6141	ncRNA
NA	13195480	21ur-7661	ncRNA
NA	13195481	21ur-9826	ncRNA
NA	13195482	21ur-11431	ncRNA
NA	13195483	21ur-4109	ncRNA
NA	13195484	21ur-12887	ncRNA
NA	13195485	21ur-8026	ncRNA
NA	13195487	21ur-14982	ncRNA
NA	13195488	21ur-14313	ncRNA
NA	13195489	21ur-12415	ncRNA
NA	13195490	21ur-7724	ncRNA
NA	13195492	21ur-12442	ncRNA
NA	13195494	21ur-14443	ncRNA
NA	13195495	21ur-9673	ncRNA
NA	13195496	21ur-6515	ncRNA
NA	13195498	K08B4.41	ncRNA
NA	13195499	K08B4.43	ncRNA
NA	13195500	K08B4.42	ncRNA
NA	13195502	21ur-10693	ncRNA
NA	13195503	21ur-8804	ncRNA
NA	13195504	21ur-12730	ncRNA
NA	13195505	21ur-8066	ncRNA
NA	13195506	21ur-1374	ncRNA
NA	13195507	21ur-11237	ncRNA
NA	13195508	21ur-8990	ncRNA
NA	13195509	21ur-7058	ncRNA
NA	13195510	21ur-9148	ncRNA
NA	13195511	21ur-11118	ncRNA
NA	13195512	21ur-5997	ncRNA
NA	13195513	21ur-2651	ncRNA
NA	13195514	21ur-11892	ncRNA
NA	13195515	21ur-2964	ncRNA
NA	13195516	21ur-14720	ncRNA
NA	13195519	21ur-12031	ncRNA
NA	13195520	21ur-1646	ncRNA
NA	13195521	21ur-4368	ncRNA
NA	13195522	21ur-8729	ncRNA
NA	13195523	21ur-11548	ncRNA
NA	13195524	21ur-14171	ncRNA
NA	13195525	21ur-386	ncRNA
NA	13195526	21ur-2260	ncRNA
NA	13195527	21ur-4317	ncRNA
NA	13195528	21ur-7827	ncRNA
NA	13195529	21ur-9584	ncRNA
NA	13195530	21ur-1440	ncRNA
NA	13195531	21ur-1818	ncRNA
NA	13195532	21ur-4364	ncRNA
NA	13195533	21ur-13778	ncRNA
NA	13195534	21ur-2501	ncRNA
NA	13195535	21ur-4438	ncRNA
NA	13195536	21ur-10802	ncRNA
NA	13195537	21ur-7351	ncRNA
NA	13195538	21ur-5571	ncRNA
NA	13195539	21ur-254	ncRNA
NA	13195540	21ur-10909	ncRNA
NA	13195541	21ur-13510	ncRNA
NA	13195542	21ur-255	ncRNA
NA	13195543	21ur-11064	ncRNA
NA	13195544	21ur-3678	ncRNA
NA	13195545	21ur-11982	ncRNA
NA	13195546	21ur-563	ncRNA
NA	13195547	21ur-2924	ncRNA
NA	13195548	21ur-5209	ncRNA
NA	13195549	21ur-11984	ncRNA
NA	13195550	21ur-759	ncRNA
NA	13195551	21ur-4552	ncRNA
NA	13195552	21ur-11646	ncRNA
NA	13195553	21ur-10077	ncRNA
NA	13195554	21ur-10729	ncRNA
NA	13195555	21ur-7688	ncRNA
NA	13195556	21ur-12244	ncRNA
NA	13195557	21ur-14521	ncRNA
NA	13195558	21ur-8913	ncRNA
NA	13195559	21ur-7948	ncRNA
NA	13195560	21ur-10885	ncRNA
NA	13195561	21ur-6053	ncRNA
NA	13195562	21ur-10778	ncRNA
NA	13195563	21ur-13537	ncRNA
NA	13195564	M03D4.76	ncRNA
NA	13195565	21ur-10486	ncRNA
NA	13195566	21ur-13565	ncRNA
NA	13195567	M03D4.77	ncRNA
NA	13195568	M03D4.74	ncRNA
NA	13195569	M03D4.5	pseudo
NA	13195570	M03D4.75	ncRNA
NA	13195571	21ur-9792	ncRNA
NA	13195572	21ur-12951	ncRNA
NA	13195574	21ur-7970	ncRNA
NA	13195575	21ur-8909	ncRNA
NA	13195576	21ur-5986	ncRNA
NA	13195577	21ur-9814	ncRNA
NA	13195579	21ur-7664	ncRNA
NA	13195580	21ur-14534	ncRNA
NA	13195581	21ur-10452	ncRNA
NA	13195582	21ur-9879	ncRNA
NA	13195587	21ur-4770	ncRNA
NA	13195588	21ur-10174	ncRNA
NA	13195589	21ur-6747	ncRNA
NA	13195590	21ur-14077	ncRNA
NA	13195591	21ur-10159	ncRNA
NA	13195592	21ur-319	ncRNA
NA	13195593	21ur-8309	ncRNA
NA	13195594	21ur-2707	ncRNA
NA	13195595	21ur-11803	ncRNA
NA	13195596	21ur-14320	ncRNA
NA	13195597	21ur-2245	ncRNA
NA	13195598	21ur-5158	ncRNA
NA	13195599	21ur-14100	ncRNA
NA	13195600	21ur-8078	ncRNA
NA	13195601	21ur-2262	ncRNA
NA	13195602	21ur-4260	ncRNA
NA	13195603	21ur-4646	ncRNA
NA	13195604	21ur-7268	ncRNA
NA	13195605	21ur-6605	ncRNA
NA	13195606	21ur-10197	ncRNA
NA	13195607	21ur-9892	ncRNA
NA	13195608	21ur-13881	ncRNA
NA	13195609	21ur-3465	ncRNA
NA	13195610	21ur-6028	ncRNA
NA	13195611	21ur-9688	ncRNA
NA	13195612	21ur-9306	ncRNA
NA	13195613	21ur-13245	ncRNA
NA	13195614	21ur-3839	ncRNA
NA	13195615	21ur-7396	ncRNA
NA	13195616	21ur-14892	ncRNA
NA	13195617	21ur-3737	ncRNA
NA	13195618	21ur-12109	ncRNA
NA	13195619	21ur-3155	ncRNA
NA	13195620	21ur-7357	ncRNA
NA	13195621	21ur-4948	ncRNA
NA	13195622	21ur-15279	ncRNA
NA	13195623	21ur-3844	ncRNA
NA	13195624	C11D2.100	ncRNA
NA	13195625	21ur-4335	ncRNA
NA	13195626	21ur-11413	ncRNA
NA	13195627	21ur-7550	ncRNA
NA	13195628	21ur-11457	ncRNA
NA	13195629	21ur-8673	ncRNA
NA	13195630	21ur-623	ncRNA
NA	13195631	21ur-622	ncRNA
NA	13195632	21ur-555	ncRNA
NA	13195633	21ur-10980	ncRNA
NA	13195634	21ur-3209	ncRNA
NA	13195635	21ur-6986	ncRNA
NA	13195636	21ur-9214	ncRNA
NA	13195637	C11D2.101	ncRNA
NA	13195638	C11D2.98	ncRNA
NA	13195640	21ur-5213	ncRNA
NA	13195641	21ur-7448	ncRNA
NA	13195642	21ur-4041	ncRNA
NA	13195643	21ur-12625	ncRNA
NA	13195644	21ur-7360	ncRNA
NA	13195645	21ur-1198	ncRNA
NA	13195646	21ur-9597	ncRNA
NA	13195647	21ur-3166	ncRNA
NA	13195648	21ur-10883	ncRNA
NA	13195649	21ur-2511	ncRNA
NA	13195650	C11D2.99	ncRNA
NA	13195651	21ur-15530	ncRNA
NA	13195652	21ur-7906	ncRNA
NA	13195653	21ur-13469	ncRNA
NA	13195654	21ur-2119	ncRNA
NA	13195655	21ur-14958	ncRNA
NA	13195656	21ur-5425	ncRNA
NA	13195657	21ur-11992	ncRNA
NA	13195658	21ur-15186	ncRNA
NA	13195659	21ur-4577	ncRNA
NA	13195660	21ur-11274	ncRNA
NA	13195661	21ur-7199	ncRNA
NA	13195663	21ur-21	ncRNA
NA	13195664	21ur-6254	ncRNA
NA	13195665	21ur-733	ncRNA
NA	13195666	21ur-1512	ncRNA
NA	13195667	21ur-6440	ncRNA
NA	13195668	21ur-3162	ncRNA
NA	13195669	21ur-9379	ncRNA
NA	13195670	21ur-11073	ncRNA
NA	13195671	21ur-6910	ncRNA
NA	13195672	21ur-15681	ncRNA
NA	13195673	21ur-4902	ncRNA
NA	13195674	21ur-7400	ncRNA
NA	13195675	21ur-3846	ncRNA
NA	13195676	21ur-11718	ncRNA
NA	13195678	21ur-5904	ncRNA
NA	13195679	21ur-2429	ncRNA
NA	13195680	21ur-9170	ncRNA
NA	13195681	21ur-11329	ncRNA
NA	13195682	21ur-297	ncRNA
NA	13195683	21ur-8972	ncRNA
NA	13195684	21ur-14735	ncRNA
NA	13195685	21ur-762	ncRNA
NA	13195686	21ur-12027	ncRNA
NA	13195687	21ur-6734	ncRNA
NA	13195688	21ur-6155	ncRNA
NA	13195689	21ur-1741	ncRNA
NA	13195690	21ur-15131	ncRNA
NA	13195691	21ur-6243	ncRNA
NA	13195692	21ur-5469	ncRNA
NA	13195693	21ur-8677	ncRNA
NA	13195694	21ur-5803	ncRNA
NA	13195695	21ur-820	ncRNA
NA	13195696	21ur-3914	ncRNA
NA	13195698	21ur-10185	ncRNA
NA	13195699	21ur-8884	ncRNA
NA	13195700	21ur-11642	ncRNA
NA	13195701	21ur-5499	ncRNA
NA	13195702	21ur-7943	ncRNA
NA	13195703	C49A9.39	ncRNA
NA	13195706	21ur-15446	ncRNA
NA	13195707	21ur-8501	ncRNA
NA	13195708	21ur-8105	ncRNA
NA	13195709	21ur-9180	ncRNA
NA	13195710	21ur-7554	ncRNA
NA	13195711	21ur-14672	ncRNA
NA	13195712	21ur-14135	ncRNA
NA	13195715	21ur-7822	ncRNA
NA	13195717	21ur-10461	ncRNA
NA	13195718	21ur-7234	ncRNA
NA	13195720	21ur-7564	ncRNA
NA	13195722	21ur-12682	ncRNA
NA	13195723	21ur-10297	ncRNA
NA	13195724	21ur-12075	ncRNA
NA	13195726	21ur-10718	ncRNA
NA	13195727	21ur-10130	ncRNA
NA	13195730	21ur-13145	ncRNA
NA	13195732	21ur-8190	ncRNA
NA	13195734	21ur-6770	ncRNA
NA	13195735	21ur-8545	ncRNA
NA	13195739	21ur-6414	ncRNA
NA	13195741	21ur-8218	ncRNA
NA	13195742	21ur-7307	ncRNA
NA	13195744	21ur-10928	ncRNA
NA	13195745	21ur-9841	ncRNA
NA	13195746	21ur-9703	ncRNA
NA	13195747	21ur-7817	ncRNA
NA	13195751	21ur-8098	ncRNA
NA	13195752	21ur-12989	ncRNA
NA	13195753	21ur-6763	ncRNA
NA	13195754	21ur-7232	ncRNA
NA	13195755	21ur-14260	ncRNA
NA	13195756	21ur-10538	ncRNA
NA	13195757	21ur-13871	ncRNA
NA	13195759	21ur-9404	ncRNA
NA	13195760	21ur-10636	ncRNA
NA	13195761	21ur-9957	ncRNA
NA	13195762	21ur-7331	ncRNA
NA	13195763	21ur-9047	ncRNA
NA	13195765	21ur-14730	ncRNA
NA	13195766	21ur-9423	ncRNA
NA	13195767	21ur-9156	ncRNA
NA	13195768	21ur-5475	ncRNA
NA	13195769	21ur-7921	ncRNA
NA	13195770	21ur-13779	ncRNA
NA	13195772	21ur-12034	ncRNA
NA	13195773	21ur-8081	ncRNA
NA	13195774	21ur-15483	ncRNA
NA	13195775	21ur-15118	ncRNA
NA	13195777	21ur-10138	ncRNA
NA	13195778	21ur-8905	ncRNA
NA	13195779	21ur-6145	ncRNA
NA	13195780	21ur-8547	ncRNA
NA	13195781	21ur-11801	ncRNA
NA	13195783	21ur-8539	ncRNA
NA	13195784	21ur-13649	ncRNA
NA	13195785	21ur-15643	ncRNA
NA	13195786	21ur-11650	ncRNA
NA	13195787	21ur-9177	ncRNA
NA	13195788	21ur-5837	ncRNA
NA	13195789	21ur-9418	ncRNA
NA	13195790	21ur-7204	ncRNA
NA	13195791	21ur-14864	ncRNA
NA	13195792	21ur-14252	ncRNA
NA	13195795	21ur-12612	ncRNA
NA	13195797	T13A10.63	ncRNA
NA	13195798	21ur-13332	ncRNA
NA	13195799	21ur-5622	ncRNA
NA	13195800	21ur-10614	ncRNA
NA	13195801	21ur-7445	ncRNA
NA	13195803	T13A10.62	ncRNA
NA	13195804	21ur-9858	ncRNA
NA	13195805	21ur-5687	ncRNA
NA	13195806	21ur-12306	ncRNA
NA	13195807	21ur-7121	ncRNA
NA	13195808	21ur-14954	ncRNA
NA	13195810	21ur-14698	ncRNA
NA	13195811	21ur-7421	ncRNA
NA	13195812	21ur-12608	ncRNA
NA	13195813	21ur-7397	ncRNA
NA	13195814	21ur-10048	ncRNA
NA	13195815	21ur-9136	ncRNA
NA	13195818	21ur-8315	ncRNA
NA	13195819	21ur-15042	ncRNA
NA	13195820	21ur-9993	ncRNA
NA	13195821	21ur-10390	ncRNA
NA	13195822	21ur-14314	ncRNA
NA	13195824	21ur-7523	ncRNA
NA	13195825	21ur-13815	ncRNA
NA	13195827	21ur-13579	ncRNA
NA	13195828	21ur-9473	ncRNA
NA	13195829	21ur-5721	ncRNA
NA	13195830	21ur-5700	ncRNA
NA	13195831	21ur-6424	ncRNA
NA	13195833	21ur-14472	ncRNA
NA	13195842	Y73B6BL.288	protein-coding
NA	13195844	21ur-11130	ncRNA
NA	13195845	21ur-14891	ncRNA
NA	13195847	linc-29	ncRNA
NA	13195849	Y73B6BL.286	ncRNA
NA	13195850	Y73B6BL.279	ncRNA
NA	13195851	Y73B6BL.281	ncRNA
NA	13195852	Y73B6BL.270	protein-coding
NA	13195854	Y73B6BL.276	ncRNA
NA	13195858	21ur-10813	ncRNA
NA	13195859	21ur-13601	ncRNA
NA	13195860	21ur-298	ncRNA
NA	13195861	21ur-6999	ncRNA
NA	13195862	21ur-3666	ncRNA
NA	13195864	Y73B6BL.272	ncRNA
NA	13195865	21ur-7339	ncRNA
NA	13195866	21ur-13220	ncRNA
NA	13195867	21ur-13878	ncRNA
NA	13195868	21ur-12358	ncRNA
NA	13195869	21ur-8806	ncRNA
NA	13195870	21ur-9559	ncRNA
NA	13195871	21ur-13830	ncRNA
NA	13195872	21ur-4751	ncRNA
NA	13195873	Y73B6BL.278	ncRNA
NA	13195874	21ur-1336	ncRNA
NA	13195875	21ur-3080	ncRNA
NA	13195876	Y73B6BL.280	ncRNA
NA	13195877	21ur-8835	ncRNA
NA	13195878	21ur-6510	ncRNA
NA	13195879	21ur-12837	ncRNA
NA	13195880	21ur-12696	ncRNA
NA	13195881	21ur-6887	ncRNA
NA	13195882	21ur-5691	ncRNA
NA	13195883	21ur-6238	ncRNA
NA	13195884	21ur-8901	ncRNA
NA	13195885	21ur-9429	ncRNA
NA	13195886	21ur-7454	ncRNA
NA	13195887	21ur-5500	ncRNA
NA	13195889	21ur-2430	ncRNA
NA	13195890	21ur-3344	ncRNA
NA	13195891	21ur-267	ncRNA
NA	13195892	21ur-8069	ncRNA
NA	13195893	21ur-4451	ncRNA
NA	13195894	21ur-7642	ncRNA
NA	13195895	21ur-10731	ncRNA
NA	13195896	21ur-9756	ncRNA
NA	13195897	21ur-3335	ncRNA
NA	13195898	21ur-7314	ncRNA
NA	13195899	21ur-15162	ncRNA
NA	13195900	21ur-8577	ncRNA
NA	13195901	21ur-11692	ncRNA
NA	13195902	21ur-13495	ncRNA
NA	13195903	21ur-7248	ncRNA
NA	13195904	21ur-11310	ncRNA
NA	13195905	21ur-2182	ncRNA
NA	13195906	21ur-11774	ncRNA
NA	13195907	21ur-6998	ncRNA
NA	13195908	21ur-12022	ncRNA
NA	13195910	21ur-11352	ncRNA
NA	13195911	21ur-10029	ncRNA
NA	13195912	21ur-9038	ncRNA
NA	13195913	21ur-14551	ncRNA
NA	13195914	21ur-2450	ncRNA
NA	13195915	21ur-7036	ncRNA
NA	13195916	21ur-15244	ncRNA
NA	13195918	21ur-3958	ncRNA
NA	13195919	21ur-15233	ncRNA
NA	13195920	21ur-11240	ncRNA
NA	13195921	21ur-11503	ncRNA
NA	13195922	21ur-9712	ncRNA
NA	13195923	21ur-1323	ncRNA
NA	13195924	21ur-15687	ncRNA
NA	13195925	21ur-15027	ncRNA
NA	13195926	21ur-14203	ncRNA
NA	13195927	21ur-5623	ncRNA
NA	13195928	21ur-5528	ncRNA
NA	13195936	Y73B6BL.275	ncRNA
NA	13195937	21ur-7679	ncRNA
NA	13195938	21ur-11466	ncRNA
NA	13195939	21ur-5970	ncRNA
NA	13195940	21ur-7985	ncRNA
NA	13195941	21ur-9986	ncRNA
NA	13195943	21ur-13852	ncRNA
NA	13195944	21ur-9760	ncRNA
NA	13195945	21ur-13333	ncRNA
NA	13195946	21ur-12436	ncRNA
NA	13195947	21ur-10554	ncRNA
NA	13195948	21ur-6248	ncRNA
NA	13195949	21ur-13172	ncRNA
NA	13195950	21ur-7262	ncRNA
NA	13195951	21ur-13787	ncRNA
NA	13195952	21ur-12695	ncRNA
NA	13195953	21ur-13140	ncRNA
NA	13195954	21ur-7980	ncRNA
NA	13195955	21ur-11313	ncRNA
NA	13195956	21ur-5541	ncRNA
NA	13195957	21ur-13816	ncRNA
NA	13195958	21ur-15410	ncRNA
NA	13195959	21ur-10177	ncRNA
NA	13195960	21ur-8906	ncRNA
NA	13195961	21ur-10292	ncRNA
NA	13195962	21ur-9116	ncRNA
NA	13195963	21ur-9689	ncRNA
NA	13195964	Y73B6BL.277	ncRNA
NA	13195966	21ur-10484	ncRNA
NA	13195967	21ur-5754	ncRNA
NA	13195968	21ur-7111	ncRNA
NA	13195969	21ur-7779	ncRNA
NA	13195971	21ur-2591	ncRNA
NA	13195972	21ur-4705	ncRNA
NA	13195973	21ur-12687	ncRNA
NA	13195974	21ur-1928	ncRNA
NA	13195976	21ur-6450	ncRNA
NA	13195977	21ur-1363	ncRNA
NA	13195978	21ur-8273	ncRNA
NA	13195979	Y73B6BL.271	ncRNA
NA	13195980	21ur-9708	ncRNA
NA	13195981	21ur-7472	ncRNA
NA	13195982	21ur-14407	ncRNA
NA	13195983	21ur-8748	ncRNA
NA	13195984	21ur-9643	ncRNA
NA	13195985	21ur-15437	ncRNA
NA	13195986	21ur-11630	ncRNA
NA	13195987	21ur-5555	ncRNA
NA	13195988	21ur-9461	ncRNA
NA	13195989	21ur-899	ncRNA
NA	13195990	21ur-5914	ncRNA
NA	13195991	21ur-6018	ncRNA
NA	13195992	21ur-8293	ncRNA
NA	13195993	21ur-14305	ncRNA
NA	13195994	21ur-11296	ncRNA
NA	13195995	21ur-6883	ncRNA
NA	13195996	21ur-12125	ncRNA
NA	13195997	21ur-11844	ncRNA
NA	13195998	21ur-12637	ncRNA
NA	13195999	21ur-12153	ncRNA
NA	13196000	21ur-8080	ncRNA
NA	13196001	21ur-12318	ncRNA
NA	13196003	21ur-8382	ncRNA
NA	13196004	Y73B6BL.274	ncRNA
NA	13196005	21ur-6503	ncRNA
NA	13196006	21ur-8592	ncRNA
NA	13196007	21ur-9820	ncRNA
NA	13196009	21ur-8032	ncRNA
NA	13196010	21ur-7745	ncRNA
NA	13196011	21ur-10779	ncRNA
NA	13196012	21ur-11111	ncRNA
NA	13196013	21ur-12213	ncRNA
NA	13196014	21ur-9504	ncRNA
NA	13196015	21ur-13604	ncRNA
NA	13196017	21ur-12193	ncRNA
NA	13196018	21ur-1520	ncRNA
NA	13196020	21ur-3194	ncRNA
NA	13196021	21ur-12675	ncRNA
NA	13196022	21ur-14428	ncRNA
NA	13196023	21ur-4395	ncRNA
NA	13196024	21ur-10753	ncRNA
NA	13196025	21ur-4507	ncRNA
NA	13196026	Y73B6BL.273	ncRNA
NA	13196027	21ur-10058	ncRNA
NA	13196028	21ur-8801	ncRNA
NA	13196029	21ur-12714	ncRNA
NA	13196030	21ur-3202	ncRNA
NA	13196031	21ur-9818	ncRNA
NA	13196032	21ur-10783	ncRNA
NA	13196034	21ur-13268	ncRNA
NA	13196035	Y73B6BL.283	ncRNA
NA	13196037	21ur-10941	ncRNA
NA	13196038	21ur-4616	ncRNA
NA	13196039	21ur-14051	ncRNA
NA	13196040	21ur-7544	ncRNA
NA	13196041	21ur-15240	ncRNA
NA	13196042	21ur-14635	ncRNA
NA	13196043	21ur-9358	ncRNA
NA	13196045	21ur-13785	ncRNA
NA	13196046	21ur-9487	ncRNA
NA	13196047	21ur-6578	ncRNA
NA	13196048	21ur-12832	ncRNA
NA	13196049	21ur-277	ncRNA
NA	13196050	21ur-14547	ncRNA
NA	13196051	21ur-13548	ncRNA
NA	13196052	21ur-13865	ncRNA
NA	13196053	21ur-7992	ncRNA
NA	13196055	21ur-7380	ncRNA
NA	13196056	21ur-14558	ncRNA
NA	13196057	21ur-14333	ncRNA
NA	13196058	21ur-9652	ncRNA
NA	13196059	21ur-526	ncRNA
NA	13196060	21ur-984	ncRNA
NA	13196061	21ur-1414	ncRNA
NA	13196062	21ur-5756	ncRNA
NA	13196063	21ur-8113	ncRNA
NA	13196064	21ur-12293	ncRNA
NA	13196065	21ur-9777	ncRNA
NA	13196066	21ur-13123	ncRNA
NA	13196067	21ur-7407	ncRNA
NA	13196069	21ur-10167	ncRNA
NA	13196070	Y73B6BL.285	ncRNA
NA	13196071	21ur-5051	ncRNA
NA	13196072	21ur-818	ncRNA
NA	13196073	21ur-7194	ncRNA
NA	13196074	21ur-3463	ncRNA
NA	13196075	21ur-15693	ncRNA
NA	13196076	21ur-7159	ncRNA
NA	13196077	21ur-7261	ncRNA
NA	13196078	21ur-3318	ncRNA
NA	13196079	21ur-3368	ncRNA
NA	13196080	21ur-1029	ncRNA
NA	13196081	21ur-1840	ncRNA
NA	13196082	21ur-14671	ncRNA
NA	13196083	21ur-14688	ncRNA
NA	13196084	21ur-2113	ncRNA
NA	13196085	21ur-13134	ncRNA
NA	13196086	21ur-6900	ncRNA
NA	13196087	Y73B6BL.287	ncRNA
NA	13196088	21ur-8630	ncRNA
NA	13196089	21ur-13535	ncRNA
NA	13196090	21ur-8832	ncRNA
NA	13196091	Y73B6BL.284	ncRNA
NA	13196092	Y73B6BL.282	ncRNA
NA	13196093	21ur-5882	ncRNA
NA	13196094	21ur-11025	ncRNA
NA	13196095	21ur-9114	ncRNA
NA	13196096	21ur-1534	ncRNA
NA	13196097	21ur-7984	ncRNA
NA	13196098	21ur-7990	ncRNA
NA	13196099	21ur-9289	ncRNA
NA	13196100	21ur-7048	ncRNA
NA	13196101	21ur-8214	ncRNA
NA	13196102	21ur-11539	ncRNA
NA	13196103	21ur-4522	ncRNA
NA	13196104	21ur-2048	ncRNA
NA	13196106	21ur-15194	ncRNA
NA	13196107	21ur-13982	ncRNA
NA	13196108	21ur-4265	ncRNA
NA	13196109	21ur-9492	ncRNA
NA	13196110	21ur-7858	ncRNA
NA	13196111	21ur-13275	ncRNA
NA	13196112	21ur-7221	ncRNA
NA	13196113	21ur-11877	ncRNA
NA	13196114	21ur-13906	ncRNA
NA	13196115	21ur-12804	ncRNA
NA	13196116	21ur-5751	ncRNA
NA	13196117	21ur-13194	ncRNA
NA	13196118	21ur-11916	ncRNA
NA	13196119	21ur-14052	ncRNA
NA	13196120	21ur-8005	ncRNA
NA	13196121	21ur-7888	ncRNA
NA	13196122	21ur-8468	ncRNA
NA	13196123	21ur-10201	ncRNA
NA	13196124	21ur-9976	ncRNA
NA	13196125	21ur-7158	ncRNA
NA	13196126	21ur-7337	ncRNA
NA	13196127	21ur-8654	ncRNA
NA	13196128	21ur-9294	ncRNA
NA	13196129	21ur-12242	ncRNA
NA	13196130	21ur-9318	ncRNA
NA	13196133	21ur-10331	ncRNA
NA	13196134	21ur-12103	ncRNA
NA	13196138	21ur-6672	ncRNA
NA	13196141	21ur-6826	ncRNA
NA	13196142	21ur-12904	ncRNA
NA	13196143	21ur-12029	ncRNA
NA	13196144	21ur-14426	ncRNA
NA	13196145	21ur-6712	ncRNA
NA	13196146	21ur-7229	ncRNA
NA	13196147	21ur-7693	ncRNA
NA	13196148	21ur-8881	ncRNA
NA	13196149	21ur-6629	ncRNA
NA	13196152	C43G2.30	ncRNA
NA	13196155	C43G2.28	ncRNA
NA	13196156	21ur-12296	ncRNA
NA	13196157	21ur-7086	ncRNA
NA	13196159	21ur-15262	ncRNA
NA	13196161	21ur-7237	ncRNA
NA	13196162	C43G2.29	ncRNA
NA	13196163	21ur-9054	ncRNA
NA	13196165	21ur-8152	ncRNA
NA	13196166	21ur-8246	ncRNA
NA	13196167	21ur-9181	ncRNA
NA	13196168	21ur-6639	ncRNA
NA	13196169	21ur-7788	ncRNA
NA	13196170	21ur-9557	ncRNA
NA	13196171	21ur-14110	ncRNA
NA	13196172	21ur-10382	ncRNA
NA	13196173	21ur-14136	ncRNA
NA	13196174	21ur-11602	ncRNA
NA	13196175	21ur-7676	ncRNA
NA	13196176	21ur-12215	ncRNA
NA	13196177	21ur-6599	ncRNA
NA	13196178	21ur-6496	ncRNA
NA	13196179	C43G2.27	ncRNA
NA	13196180	C43G2.26	ncRNA
NA	13196181	C43G2.25	ncRNA
NA	13196187	21ur-14342	ncRNA
NA	13196188	21ur-9193	ncRNA
NA	13196191	21ur-12199	ncRNA
NA	13196195	21ur-13689	ncRNA
NA	13196196	21ur-10664	ncRNA
NA	13196197	21ur-12717	ncRNA
NA	13196199	21ur-11751	ncRNA
NA	13196203	21ur-11722	ncRNA
NA	13196209	21ur-14775	ncRNA
NA	13196210	21ur-14310	ncRNA
NA	13196211	21ur-15420	ncRNA
NA	13196212	C01B10.44	protein-coding
NA	13196214	21ur-13554	ncRNA
NA	13196215	21ur-11007	ncRNA
NA	13196216	21ur-13265	ncRNA
NA	13196217	21ur-14680	ncRNA
NA	13196218	21ur-11884	ncRNA
NA	13196219	21ur-8330	ncRNA
NA	13196220	21ur-12718	ncRNA
NA	13196221	21ur-12302	ncRNA
NA	13196222	C01B10.47	ncRNA
NA	13196224	21ur-6319	ncRNA
NA	13196225	21ur-11403	ncRNA
NA	13196226	C01B10.46	ncRNA
NA	13196230	21ur-6394	ncRNA
NA	13196231	21ur-7169	ncRNA
NA	13196232	21ur-15484	ncRNA
NA	13196234	21ur-13556	ncRNA
NA	13196235	21ur-7908	ncRNA
NA	13196236	21ur-8461	ncRNA
NA	13196237	C01B10.45	ncRNA
NA	13196239	21ur-7352	ncRNA
NA	13196240	21ur-13538	ncRNA
NA	13196241	21ur-7473	ncRNA
NA	13196242	21ur-8182	ncRNA
NA	13196243	21ur-6657	ncRNA
NA	13196244	21ur-5798	ncRNA
NA	13196245	21ur-11294	ncRNA
NA	13196246	21ur-8058	ncRNA
NA	13196247	21ur-14537	ncRNA
NA	13196248	21ur-6875	ncRNA
NA	13196249	21ur-12161	ncRNA
NA	13196251	21ur-6055	ncRNA
NA	13196252	21ur-15647	ncRNA
NA	13196256	21ur-12285	ncRNA
NA	13196257	21ur-14257	ncRNA
NA	13196258	21ur-9017	ncRNA
NA	13196263	21ur-12572	ncRNA
NA	13196265	21ur-7760	ncRNA
NA	13196266	21ur-5651	ncRNA
NA	13196267	21ur-14162	ncRNA
NA	13196268	H34C03.18	ncRNA
NA	13196270	H34C03.19	ncRNA
NA	13196272	21ur-11927	ncRNA
NA	13196273	21ur-15238	ncRNA
NA	13196274	21ur-10091	ncRNA
NA	13196275	21ur-6101	ncRNA
NA	13196276	21ur-7784	ncRNA
NA	13196277	21ur-13847	ncRNA
NA	13196279	21ur-6677	ncRNA
NA	13196280	21ur-14787	ncRNA
