ensembl_gene_id	gene_id	symbol	type
NA	181457	mxl-3	protein-coding
NA	181458	gem-1	protein-coding
NA	181459	C49F8.3	protein-coding
NA	181460	F02C12.3	protein-coding
NA	181461	F02C12.1	protein-coding
NA	181462	cyp-13B1	protein-coding
NA	181463	C29F7.2	protein-coding
NA	181464	C29F7.3	protein-coding
NA	181465	fkh-3	protein-coding
NA	181466	fkh-4	protein-coding
NA	181467	jmjd-3.3	protein-coding
NA	181468	flr-1	protein-coding
NA	181470	col-184	protein-coding
NA	181471	sad-1	protein-coding
NA	181472	cdk-4	protein-coding
NA	181473	pab-2	protein-coding
NA	181474	F18H3.4	protein-coding
NA	181475	acr-12	protein-coding
NA	181476	R01E6.5	protein-coding
NA	181478	cah-4	protein-coding
NA	181479	odr-1	protein-coding
NA	181480	unc-84	protein-coding
NA	181481	bra-1	protein-coding
NA	181482	Y12A6A.1	protein-coding
NA	181483	nlp-53	protein-coding
NA	181484	nlg-1	protein-coding
NA	181485	twk-20	protein-coding
NA	181486	C04A11.1	protein-coding
NA	181487	C04A11.2	protein-coding
NA	181488	gck-4	protein-coding
NA	181489	adm-2	protein-coding
NA	181490	pix-1	protein-coding
NA	181491	nhr-71	protein-coding
NA	181492	aakb-1	protein-coding
NA	181493	F55F3.2	protein-coding
NA	181494	nkb-3	protein-coding
NA	181495	obr-3	protein-coding
NA	181497	mct-3	protein-coding
NA	181498	M03B6.3	protein-coding
NA	181499	hlb-1	protein-coding
NA	181500	ekl-5	protein-coding
NA	181501	meg-2	protein-coding
NA	181502	meg-1	protein-coding
NA	181503	elt-3	protein-coding
NA	181504	alg-1	protein-coding
NA	181505	syx-2	protein-coding
NA	181506	pqn-39	protein-coding
NA	181507	F48F7.6	protein-coding
NA	181508	C31E10.5	protein-coding
NA	181509	C31E10.6	protein-coding
NA	181510	cytb-5.1	protein-coding
NA	181511	tbc-19	protein-coding
NA	181513	C04C11.1	protein-coding
NA	181514	arrd-25	protein-coding
NA	181515	dyc-1	protein-coding
NA	181516	lgc-21	protein-coding
NA	181517	C33G3.4	protein-coding
NA	181518	C33G3.6	protein-coding
NA	181519	F16B12.1	protein-coding
NA	181520	F16B12.6	protein-coding
NA	181521	F28H6.6	protein-coding
NA	181522	F28H6.4	protein-coding
NA	181523	ceh-89	protein-coding
NA	181524	akt-2	protein-coding
NA	181525	lgc-25	protein-coding
NA	181526	vha-20	protein-coding
NA	181527	sym-4	protein-coding
NA	181528	idhb-1	protein-coding
NA	181529	ceh-36	protein-coding
NA	181530	ceh-37	protein-coding
NA	181531	K06G5.1	protein-coding
NA	181532	K04C1.2	protein-coding
NA	181533	K04C1.3	protein-coding
NA	181534	del-1	protein-coding
NA	181535	C11H1.8	protein-coding
NA	181537	C11H1.3	protein-coding
NA	181538	prx-1	protein-coding
NA	181539	sel-7	protein-coding
NA	181540	wdr-5.2	protein-coding
NA	181541	frpr-17	protein-coding
NA	181542	F23D12.2	protein-coding
NA	181543	jmjd-3.2	protein-coding
NA	181544	gfi-3	protein-coding
NA	181545	his-24	protein-coding
NA	181546	M163.1	protein-coding
NA	181547	D1025.1	protein-coding
NA	181548	nspc-17	protein-coding
NA	181549	nspc-20	protein-coding
NA	181550	ram-5	protein-coding
NA	181551	nhr-3	protein-coding
NA	181552	C44H4.4	protein-coding
NA	181553	lron-1	protein-coding
NA	181554	let-4	protein-coding
NA	181555	sym-1	protein-coding
NA	181556	tap-1	protein-coding
NA	181557	eor-2	protein-coding
NA	181558	rbc-1	protein-coding
NA	181559	F54E4.3	protein-coding
NA	181561	syg-2	protein-coding
NA	181562	slt-1	protein-coding
NA	181563	csq-1	protein-coding
NA	181564	hch-1	protein-coding
NA	181565	F40E10.6	protein-coding
NA	181566	tag-53	protein-coding
NA	181567	tsp-8	protein-coding
NA	181568	C05G5.2	protein-coding
NA	181569	C05G5.3	protein-coding
NA	181570	sucl-1	protein-coding
NA	181571	C05G5.5	protein-coding
NA	181572	Y16B4A.2	protein-coding
NA	181573	unc-3	protein-coding
NA	181574	tatn-1	protein-coding
NA	181575	sprr-2	protein-coding
NA	181576	atf-5	protein-coding
NA	181577	epn-1	protein-coding
NA	181578	mbk-1	protein-coding
NA	181579	dpf-2	protein-coding
NA	181580	egrh-1	protein-coding
NA	181581	dmd-4	protein-coding
NA	181582	C27C12.3	protein-coding
NA	181583	flp-8	protein-coding
NA	181584	daf-6	protein-coding
NA	181585	nac-1	protein-coding
NA	181586	hex-5	protein-coding
NA	181587	mrp-5	protein-coding
NA	181588	pag-3	protein-coding
NA	181589	F45B8.3	protein-coding
NA	181590	rgs-11	protein-coding
NA	181591	F20D1.1	protein-coding
NA	181592	tbc-1	protein-coding
NA	181593	F20D1.3	protein-coding
NA	181594	emre-1	protein-coding
NA	181595	rbg-1	protein-coding
NA	181596	slc-25A18.1	protein-coding
NA	181597	C18B12.6	protein-coding
NA	181598	seb-3	protein-coding
NA	181599	dsc-1	protein-coding
NA	181600	C18B12.4	protein-coding
NA	181601	mam-6	protein-coding
NA	181603	H40L08.1	protein-coding
NA	181604	flr-4	protein-coding
NA	181605	F09B12.3	protein-coding
NA	181606	dhhc-1	protein-coding
NA	181607	mlt-9	protein-coding
NA	181608	unc-7	protein-coding
NA	181609	T10B10.9	protein-coding
NA	181610	col-41	protein-coding
NA	181611	ucr-2.2	protein-coding
NA	181612	T10B10.3	protein-coding
NA	181613	T10B10.4	protein-coding
NA	181614	phat-6	protein-coding
NA	181615	snt-7	protein-coding
NA	181616	H03A11.1	protein-coding
NA	181617	H03A11.2	protein-coding
NA	181618	piki-1	protein-coding
NA	181619	F46F2.3	protein-coding
NA	181620	kin-20	protein-coding
NA	181621	nhr-91	protein-coding
NA	181623	Y15E3A.4	protein-coding
NA	181624	Y15E3A.5	protein-coding
NA	181625	nfki-1	protein-coding
NA	181626	C33A11.2	protein-coding
NA	181627	svh-5	protein-coding
NA	181630	pqn-36	protein-coding
NA	181631	psa-3	protein-coding
NA	181632	F39D8.3	protein-coding
NA	181633	nkat-3	protein-coding
NA	181634	R03A10.5	protein-coding
NA	181635	exc-1	protein-coding
NA	181636	H13N06.2	protein-coding
NA	181637	gob-1	protein-coding
NA	181638	suox-1	protein-coding
NA	181639	tbh-1	protein-coding
NA	181640	zipt-7.2	protein-coding
NA	181641	eat-20	protein-coding
NA	181642	olrn-1	protein-coding
NA	181643	lron-3	protein-coding
NA	181644	dyn-1	protein-coding
NA	181645	K09A9.6	protein-coding
NA	181646	gas-1	protein-coding
NA	181647	usp-33	protein-coding
NA	181648	ent-2	protein-coding
NA	181649	rab-14	protein-coding
NA	181650	nipi-3	protein-coding
NA	181651	K09E9.3	protein-coding
NA	181652	erv-46	protein-coding
NA	181654	K09E9.1	protein-coding
NA	181656	F59D12.1	protein-coding
NA	181657	F59D12.2	protein-coding
NA	181658	gpn-1	protein-coding
NA	181659	C03H12.1	protein-coding
NA	181660	ZK662.2	protein-coding
NA	181661	nhr-48	protein-coding
NA	181662	lin-15B	protein-coding
NA	181663	lin-15A	protein-coding
NA	181664	wrt-4	protein-coding
NA	181666	Y7A5A.1	protein-coding
NA	181668	acox-1.6	protein-coding
NA	181669	F59F4.2	protein-coding
NA	181670	F59F4.3	protein-coding
NA	181671	acl-1	protein-coding
NA	181672	F53H4.6	protein-coding
NA	181673	F53H4.2	protein-coding
NA	181674	csb-1	protein-coding
NA	181675	F53H4.4	protein-coding
NA	181676	gmeb-2	protein-coding
NA	181677	mrp-3	protein-coding
NA	181678	mec-5	protein-coding
NA	181679	C09G1.4	protein-coding
NA	181680	nhx-1	protein-coding
NA	181681	mboa-1	protein-coding
NA	181682	B0395.3	protein-coding
NA	181684	cpd-2	protein-coding
NA	181685	col-187	protein-coding
NA	181686	C30F2.3	protein-coding
NA	181687	C30F2.5	protein-coding
NA	181688	ZK1073.2	protein-coding
NA	181689	ZK1073.1	protein-coding
NA	181690	F09C8.2	protein-coding
NA	181691	F09C8.1	protein-coding
NA	181692	slc-25A21	protein-coding
NA	181693	R11.4	protein-coding
NA	181695	F23A7.1	protein-coding
NA	181696	F23A7.6	pseudo
NA	181697	sgk-1	protein-coding
NA	181698	mua-6	protein-coding
NA	181699	ifa-3	protein-coding
NA	181701	sdc-1	protein-coding
NA	181702	F52E10.4	protein-coding
NA	181703	twk-22	protein-coding
NA	181704	taf-3	protein-coding
NA	181705	nhr-28	protein-coding
NA	181706	ace-1	protein-coding
NA	181707	sur-7	protein-coding
NA	181708	let-2	protein-coding
NA	181711	twf-2	protein-coding
NA	181712	F38E9.1	protein-coding
NA	181713	cah-3	protein-coding
NA	181714	pat-9	protein-coding
NA	181715	osm-1	protein-coding
NA	181716	ser-1	protein-coding
NA	181718	F59C12.3	protein-coding
NA	181719	ain-1	protein-coding
NA	181720	C06G1.1	protein-coding
NA	181721	F43B10.1	protein-coding
NA	181722	tag-343	protein-coding
NA	181723	hda-4	protein-coding
NA	181724	mct-6	protein-coding
NA	181725	T01C8.2	protein-coding
NA	181726	got-1.2	protein-coding
NA	181727	aak-2	protein-coding
NA	181728	mec-4	protein-coding
NA	181729	cas-1	protein-coding
NA	181730	sto-5	protein-coding
NA	181732	F41G4.7	protein-coding
NA	181733	T20F7.5	pseudo
NA	181736	aakg-2	protein-coding
NA	181737	T20F7.1	protein-coding
NA	181738	F39F10.4	protein-coding
NA	181740	C30E1.9	ncRNA
NA	181741	F52G3.1	protein-coding
NA	181742	F52G3.5	protein-coding
NA	181743	ptrn-1	protein-coding
NA	181744	C30G4.2	protein-coding
NA	181745	gcy-11	protein-coding
NA	181746	C30G4.4	protein-coding
NA	181748	sod-3	protein-coding
NA	181749	C08A9.6	protein-coding
NA	181750	sdz-2	protein-coding
NA	181751	K09E3.4	pseudo
NA	181752	cnp-3	protein-coding
NA	181754	T23C6.4	protein-coding
NA	181755	mdt-1.2	protein-coding
NA	181756	sid-3	protein-coding
NA	181758	acdh-7	protein-coding
NA	181759	rab-6.2	protein-coding
NA	181760	T25G12.6	protein-coding
NA	181761	dhs-30	protein-coding
NA	181763	C33E10.1	protein-coding
NA	181764	ptr-5	protein-coding
NA	181765	F10D7.2	protein-coding
NA	181766	F10D7.3	protein-coding
NA	181767	F10D7.5	protein-coding
NA	181768	vap-1	protein-coding
NA	181769	F11C7.2	protein-coding
NA	181771	crb-1	protein-coding
NA	181772	osm-11	protein-coding
NA	181773	fubl-3	protein-coding
NA	181774	C36E6.2	protein-coding
NA	181775	mlc-2	protein-coding
NA	181776	mlc-1	protein-coding
NA	181777	slc-17.1	protein-coding
NA	181778	tps-1	protein-coding
NA	181783	nhr-1	protein-coding
NA	181784	sup-10	protein-coding
NA	181785	F31A3.5	protein-coding
NA	181786	lec-9	protein-coding
NA	181787	C16H3.3	protein-coding
NA	181788	H18N23.2	protein-coding
NA	181789	T23E7.2	protein-coding
NA	181790	cgt-2	protein-coding
NA	181791	cTel55X.1	protein-coding
NA	181792	2L52.1	protein-coding
NA	181793	pot-3	protein-coding
NA	181796	nas-6	protein-coding
NA	181797	4R79.2	protein-coding
NA	181798	6R55.2	protein-coding
NA	181799	sri-20	protein-coding
NA	181800	abu-1	protein-coding
NA	181801	pqn-2	protein-coding
NA	181802	AC7.3	protein-coding
NA	181803	AC8.1	pseudo
NA	181805	AC8.5	pseudo
NA	181806	AC8.6	pseudo
NA	181807	sfxn-1.1	protein-coding
NA	181808	AH6.3	protein-coding
NA	181810	AH9.1	protein-coding
NA	181811	AH9.4	protein-coding
NA	181812	AH10.2	protein-coding
NA	181814	col-150	protein-coding
NA	181815	B0024.3	protein-coding
NA	181817	B0034.1	protein-coding
NA	181818	B0034.2	protein-coding
NA	181819	B0034.4	protein-coding
NA	181820	B0034.5	protein-coding
NA	181821	his-45	protein-coding
NA	181822	B0041.1	protein-coding
NA	181823	ptps-1	protein-coding
NA	181824	bath-20	protein-coding
NA	181825	btb-3	pseudo
NA	181826	bath-24	protein-coding
NA	181827	math-1	protein-coding
NA	181828	bath-14	pseudo
NA	181830	B0198.3	protein-coding
NA	181831	srz-85	protein-coding
NA	181832	B0205.5	protein-coding
NA	181833	mrpl-9	protein-coding
NA	181834	B0207.1	protein-coding
NA	181835	B0207.2	protein-coding
NA	181836	B0207.7	protein-coding
NA	181837	B0207.8	protein-coding
NA	181838	B0207.9	protein-coding
NA	181839	B0207.10	protein-coding
NA	181840	B0207.11	protein-coding
NA	181841	otpl-1	protein-coding
NA	181842	sre-5	protein-coding
NA	181843	B0212.t1	tRNA
NA	181845	nlp-28	protein-coding
NA	181846	str-247	protein-coding
NA	181847	cyp-34A5	protein-coding
NA	181848	cyp-34A6	protein-coding
NA	181849	cyp-34A7	protein-coding
NA	181850	cyp-34A8	protein-coding
NA	181851	cyp-34A9	protein-coding
NA	181852	cyp-34A10	protein-coding
NA	181853	B0218.5	protein-coding
NA	181854	clec-51	protein-coding
NA	181855	clec-52	protein-coding
NA	181856	B0222.1	protein-coding
NA	181857	pitr-2	protein-coding
NA	181858	pitr-3	protein-coding
NA	181859	tag-38	protein-coding
NA	181860	B0222.5	protein-coding
NA	181861	B0228.1	protein-coding
NA	181863	trx-1	protein-coding
NA	181864	B0228.8	protein-coding
NA	181865	B0228.9	protein-coding
NA	181866	B0228.t1	tRNA
NA	181867	srt-68	protein-coding
NA	181869	srt-67	protein-coding
NA	181870	srt-70	protein-coding
NA	181871	B0238.7	protein-coding
NA	181872	srt-69	protein-coding
NA	181875	B0244.4	protein-coding
NA	181876	B0244.5	protein-coding
NA	181877	B0244.6	protein-coding
NA	181878	B0244.7	protein-coding
NA	181879	B0244.t1	tRNA
NA	181881	B0244.t3	tRNA
NA	181882	B0250.4	pseudo
NA	181883	srbc-79	protein-coding
NA	181884	B0250.7	protein-coding
NA	181885	B0250.8	protein-coding
NA	181886	dhcr-7	protein-coding
NA	181888	B0252.5	protein-coding
NA	181890	B0261.5	protein-coding
NA	181891	memb-1	protein-coding
NA	181892	B0272.4	protein-coding
NA	181893	odd-1	protein-coding
NA	181894	pot-1	protein-coding
NA	181895	B0281.1	protein-coding
NA	181897	B0281.3	protein-coding
NA	181898	B0281.4	protein-coding
NA	181899	B0281.5	protein-coding
NA	181900	B0281.6	protein-coding
NA	181901	B0281.8	protein-coding
NA	181902	pals-26	protein-coding
NA	181903	pals-28	protein-coding
NA	181904	ckb-1	protein-coding
NA	181905	ckb-3	protein-coding
NA	181906	B0285.t1	tRNA
NA	181907	fkh-6	protein-coding
NA	181908	B0294.1	protein-coding
NA	181910	B0294.3	protein-coding
NA	181911	B0302.2	protein-coding
NA	181913	B0302.4	protein-coding
NA	181914	B0302.5	protein-coding
NA	181916	sdz-1	protein-coding
NA	181917	mrpl-11	protein-coding
NA	181918	B0304.4	protein-coding
NA	181919	sra-32	protein-coding
NA	181920	sra-33	protein-coding
NA	181921	sra-36	protein-coding
NA	181922	B0310.1	protein-coding
NA	181923	B0310.3	protein-coding
NA	181926	cyp-29A4	protein-coding
NA	181927	B0334.6	protein-coding
NA	181928	srh-44	protein-coding
NA	181930	B0334.10	protein-coding
NA	181931	wrt-9	protein-coding
NA	181932	B0344.t1	tRNA
NA	181933	B0344.t2	tRNA
NA	181934	B0344.t3	tRNA
NA	181935	B0348.1	protein-coding
NA	181936	B0348.2	protein-coding
NA	181937	B0348.5	protein-coding
NA	181939	B0350.t1	tRNA
NA	181940	B0361.4	protein-coding
NA	181941	B0365.2	pseudo
NA	181942	clec-225	protein-coding
NA	181943	B0379.2	protein-coding
NA	181944	scpl-1	protein-coding
NA	181946	B0379.6	protein-coding
NA	181948	B0391.3	pseudo
NA	181949	str-263	protein-coding
NA	181950	fbxa-153	protein-coding
NA	181951	fbxa-154	protein-coding
NA	181954	fbxa-139	protein-coding
NA	181955	B0391.10	pseudo
NA	181956	fbxa-152	protein-coding
NA	181957	B0393.6	protein-coding
NA	181958	B0393.7	protein-coding
NA	181959	B0393.8	protein-coding
NA	181960	B0395.t1	tRNA
NA	181961	oac-1	protein-coding
NA	181979	ubc-17	protein-coding
NA	181980	B0403.3	protein-coding
NA	181981	B0410.1	protein-coding
NA	181982	srz-4	protein-coding
NA	181983	lron-8	protein-coding
NA	181984	B0416.2	protein-coding
NA	181985	B0416.4	protein-coding
NA	181986	B0416.7	protein-coding
NA	181989	B0432.7	protein-coding
NA	181990	B0432.8	protein-coding
NA	181991	B0432.11	protein-coding
NA	181992	B0454.5	protein-coding
NA	181993	clec-2	protein-coding
NA	181994	B0454.8	protein-coding
NA	181996	B0457.4	protein-coding
NA	181998	fbxb-119	protein-coding
NA	181999	B0464.9	protein-coding
NA	182001	B0478.3	protein-coding
NA	182002	B0491.t1	tRNA
NA	182003	B0491.t2	tRNA
NA	182004	moa-2	protein-coding
NA	182005	B0496.1	protein-coding
NA	182006	B0496.2	protein-coding
NA	182008	srtx-1	protein-coding
NA	182009	B0496.6	protein-coding
NA	182010	valv-1	protein-coding
NA	182011	B0507.4	protein-coding
NA	182012	B0507.5	protein-coding
NA	182013	B0507.6	protein-coding
NA	182014	B0507.7	protein-coding
NA	182015	B0511.2	protein-coding
NA	182016	fbxa-125	protein-coding
NA	182017	tag-344	protein-coding
NA	182018	cutl-14	protein-coding
NA	182019	B0513.6	pseudo
NA	182021	B0513.t1	tRNA
NA	182022	pgl-2	protein-coding
NA	182024	B0524.2	protein-coding
NA	182025	B0524.3	protein-coding
NA	182026	B0524.4	protein-coding
NA	182027	B0524.6	protein-coding
NA	182028	scl-23	protein-coding
NA	182029	B0545.4	protein-coding
NA	182030	B0546.3	protein-coding
NA	182031	B0546.5	protein-coding
NA	182032	B0547.2	protein-coding
NA	182033	B0554.2	protein-coding
NA	182035	B0554.4	protein-coding
NA	182036	B0554.5	protein-coding
NA	182037	dod-20	protein-coding
NA	182038	B0563.1	protein-coding
NA	182039	B0563.5	protein-coding
NA	182040	B0563.6	protein-coding
NA	182041	B0563.7	protein-coding
NA	182042	B0563.8	protein-coding
NA	182043	B0564.2	protein-coding
NA	182044	best-2	protein-coding
NA	182046	B0564.6	protein-coding
NA	182047	BE0003N10.3	protein-coding
NA	182048	BE10.3	protein-coding
NA	182049	C01A2.1	protein-coding
NA	182050	C01A2.4	protein-coding
NA	182051	C01A2.6	protein-coding
NA	182052	str-257	protein-coding
NA	182054	str-258	protein-coding
NA	182055	C01B4.8	protein-coding
NA	182056	mct-2	protein-coding
NA	182058	C01B7.5	protein-coding
NA	182059	C01B7.7	protein-coding
NA	182060	C01B10.7	protein-coding
NA	182061	gmeb-1	protein-coding
NA	182062	osta-1	protein-coding
NA	182063	best-4	protein-coding
NA	182065	C01C4.2	protein-coding
NA	182067	C01C10.2	protein-coding
NA	182068	C01F1.4	protein-coding
NA	182069	C01F1.5	protein-coding
NA	182072	prg-2	pseudo
NA	182073	C01G5.3	protein-coding
NA	182074	C01G5.5	protein-coding
NA	182075	C01G5.7	protein-coding
NA	182076	C01G5.9	protein-coding
NA	182077	C01G6.4	protein-coding
NA	182078	C01G6.9	protein-coding
NA	182079	srx-79	pseudo
NA	182080	srx-78	protein-coding
NA	182081	C01G10.4	protein-coding
NA	182082	C01G10.5	protein-coding
NA	182083	C01G10.6	protein-coding
NA	182084	dnj-3	protein-coding
NA	182085	C01G10.13	pseudo
NA	182086	nspb-7	protein-coding
NA	182087	C01G12.5	protein-coding
NA	182088	nspb-10	protein-coding
NA	182089	C01G12.7	protein-coding
NA	182090	col-61	protein-coding
NA	182091	C01H6.3	protein-coding
NA	182092	C01H6.4	protein-coding
NA	182093	cnnm-4	protein-coding
NA	182094	C01H6.8	protein-coding
NA	182095	srbc-29	protein-coding
NA	182096	srbc-30	protein-coding
NA	182097	srbc-32	protein-coding
NA	182098	srbc-36	protein-coding
NA	182100	C02B4.3	protein-coding
NA	182101	C02B4.t1	tRNA
NA	182102	C02B4.t2	tRNA
NA	182103	fbxc-38	protein-coding
NA	182104	C02B8.3	protein-coding
NA	182105	frpr-1	protein-coding
NA	182106	C02B8.7	protein-coding
NA	182107	slc-17.3	protein-coding
NA	182108	sup-18	protein-coding
NA	182109	jud-4	protein-coding
NA	182110	ser-2	protein-coding
NA	182111	C02D4.t1	tRNA
NA	182112	acdh-6	protein-coding
NA	182114	catp-2	protein-coding
NA	182115	C02E7.8	protein-coding
NA	182116	C02E7.10	protein-coding
NA	182119	C02F4.4	protein-coding
NA	182120	C02F4.5	protein-coding
NA	182121	C02F5.2	protein-coding
NA	182122	C02F5.5	protein-coding
NA	182123	C02F5.10	protein-coding
NA	182124	C02F5.12	protein-coding
NA	182125	snet-1	protein-coding
NA	182127	C02G6.1	pseudo
NA	182128	C02G6.2	protein-coding
NA	182129	C02H6.1	protein-coding
NA	182130	npr-19	protein-coding
NA	182131	C03A3.3	protein-coding
NA	182132	C03A3.t1	tRNA
NA	182134	C03A7.2	protein-coding
NA	182135	srw-140	protein-coding
NA	182136	abu-15	protein-coding
NA	182137	srx-38	protein-coding
NA	182138	srx-39	protein-coding
NA	182139	abu-7	protein-coding
NA	182140	srt-64	protein-coding
NA	182141	srt-65	protein-coding
NA	182143	C03A7.13	protein-coding
NA	182144	C03B1.1	protein-coding
NA	182145	C03B1.2	protein-coding
NA	182146	C03B1.3	protein-coding
NA	182147	C03B1.4	protein-coding
NA	182148	C03B1.5	protein-coding
NA	182149	C03B1.7	protein-coding
NA	182150	C03B1.9	protein-coding
NA	182151	C03B1.10	protein-coding
NA	182152	C03B1.14	protein-coding
NA	182154	C03B8.2	protein-coding
NA	182155	C03B8.3	protein-coding
NA	182156	C03C10.2	protein-coding
NA	182157	C03C10.5	protein-coding
NA	182158	C03D6.1	protein-coding
NA	182160	lab-1	protein-coding
NA	182161	C03E10.1	protein-coding
NA	182163	C03E10.3	protein-coding
NA	182164	kcnl-3	protein-coding
NA	182165	C03F11.2	protein-coding
NA	182168	srx-56	protein-coding
NA	182169	C03G6.6	protein-coding
NA	182170	nhr-147	protein-coding
NA	182171	srh-244	protein-coding
NA	182172	nhr-148	protein-coding
NA	182173	srh-231	protein-coding
NA	182174	nhr-149	protein-coding
NA	182175	tag-293	protein-coding
NA	182176	cyp-35A1	protein-coding
NA	182177	cyp-35A2	protein-coding
NA	182178	srsx-24	protein-coding
NA	182179	C03G6.17	protein-coding
NA	182181	C03H5.4	protein-coding
NA	182182	C03H5.5	protein-coding
NA	182183	C03H5.6	protein-coding
NA	182184	C03H5.7	protein-coding
NA	182185	tbc-6	protein-coding
NA	182186	C04A2.t1	tRNA
NA	182187	C04A11.t1	tRNA
NA	182188	C04B4.1	protein-coding
NA	182190	lips-2	protein-coding
NA	182191	C04B4.4	protein-coding
NA	182192	C04B4.5	protein-coding
NA	182193	C04B4.6	protein-coding
NA	182194	srz-60	protein-coding
NA	182195	lgc-9	protein-coding
NA	182196	C04C3.4	protein-coding
NA	182197	C04C3.6	protein-coding
NA	182198	C04C3.7	protein-coding
NA	182199	rte-1	tRNA
NA	182200	srsx-18	protein-coding
NA	182202	C04E6.4	protein-coding
NA	182203	C04E6.8	protein-coding
NA	182204	C04E6.12	protein-coding
NA	182205	C04E7.1	protein-coding
NA	182206	C04E7.t1	tRNA
NA	182208	C04E12.2	protein-coding
NA	182210	C04E12.5	protein-coding
NA	182211	C04E12.6	pseudo
NA	182212	scrm-3	protein-coding
NA	182213	srx-121	protein-coding
NA	182214	srbc-2	protein-coding
NA	182215	C04E12.10	pseudo
NA	182216	arrd-20	pseudo
NA	182217	arrd-21	pseudo
NA	182218	C04F2.t1	tRNA
NA	182219	C04F5.2	protein-coding
NA	182220	srab-1	protein-coding
NA	182221	srab-2	protein-coding
NA	182222	srab-3	protein-coding
NA	182223	ugt-63	protein-coding
NA	182226	C04F12.5	protein-coding
NA	182227	C04F12.6	pseudo
NA	182228	C04F12.8	protein-coding
NA	182229	rnh-1.3	protein-coding
NA	182231	ttr-39	protein-coding
NA	182232	C04G2.2	protein-coding
NA	182233	C04G2.5	protein-coding
NA	182234	C04G2.10	protein-coding
NA	182235	irld-21	protein-coding
NA	182236	C04G6.2	protein-coding
NA	182237	C04G6.4	protein-coding
NA	182238	C04G6.6	protein-coding
NA	182239	C04G6.11	protein-coding
NA	182240	C04H5.1	protein-coding
NA	182242	pph-1	protein-coding
NA	182243	C05A9.2	protein-coding
NA	182244	C05A9.3	ncRNA
NA	182245	C05B5.1	protein-coding
NA	182246	C05B5.4	protein-coding
NA	182247	C05C8.8	protein-coding
NA	182248	C05C9.3	protein-coding
NA	182249	C05C9.t1	tRNA
NA	182250	C05C9.t2	tRNA
NA	182251	pho-10	protein-coding
NA	182252	C05C12.4	protein-coding
NA	182253	C05C12.6	protein-coding
NA	182254	C05D9.3	protein-coding
NA	182255	C05D9.4	protein-coding
NA	182256	R193.2	protein-coding
NA	182257	txdc-9	protein-coding
NA	182258	C05D11.5	protein-coding
NA	182259	nas-4	protein-coding
NA	182260	C05D11.8	protein-coding
NA	182261	C05D11.13	protein-coding
NA	182262	C05D12.5	protein-coding
NA	182263	C05E4.7	protein-coding
NA	182265	C05E4.12	protein-coding
NA	182266	C05E7.2	protein-coding
NA	182267	C05E7.3	protein-coding
NA	182268	frpr-2	protein-coding
NA	182269	C05E7.t1	tRNA
NA	182270	C05E7.t2	tRNA
NA	182271	C05E7.t3	tRNA
NA	182272	C05E11.2	protein-coding
NA	182273	C05E11.6	protein-coding
NA	182274	C05E11.7	protein-coding
NA	182275	C05G5.1	protein-coding
NA	182276	nhr-76	protein-coding
NA	182277	C05G6.t1	tRNA
NA	182278	ckk-1	protein-coding
NA	182279	C06A1.2	protein-coding
NA	182280	inst-1	protein-coding
NA	182281	C06A5.2	protein-coding
NA	182284	sir-2.4	protein-coding
NA	182286	mvb-12	protein-coding
NA	182287	C06A8.8	protein-coding
NA	182288	lact-6	protein-coding
NA	182289	C06B3.1	protein-coding
NA	182290	oac-3	protein-coding
NA	182291	stdh-1	protein-coding
NA	182292	stdh-3	protein-coding
NA	182293	C06B3.6	protein-coding
NA	182294	str-252	protein-coding
NA	182295	str-250	protein-coding
NA	182296	srx-42	protein-coding
NA	182297	nhr-150	protein-coding
NA	182298	C06B8.3	protein-coding
NA	182299	str-264	protein-coding
NA	182301	srh-219	protein-coding
NA	182302	C06C3.3	protein-coding
NA	182304	C06C3.7	protein-coding
NA	182306	C06C6.1	pseudo
NA	182307	str-233	protein-coding
NA	182308	str-231	protein-coding
NA	182309	C06C6.6	pseudo
NA	182310	C06C6.7	protein-coding
NA	182311	C06C6.9	protein-coding
NA	182313	doxa-1	protein-coding
NA	182314	fip-3	protein-coding
NA	182315	fipr-16	protein-coding
NA	182316	C06E1.7	protein-coding
NA	182317	ztf-30	protein-coding
NA	182318	C06E1.11	protein-coding
NA	182319	C06E2.1	protein-coding
NA	182320	C06E2.2	protein-coding
NA	182321	ubc-21	protein-coding
NA	182322	ubc-22	protein-coding
NA	182323	sup-21	tRNA
NA	182324	C06E4.1	protein-coding
NA	182325	C06E4.2	protein-coding
NA	182326	C06E4.3	protein-coding
NA	182327	C06E4.4	pseudo
NA	182328	C06E4.5	protein-coding
NA	182329	C06E4.6	protein-coding
NA	182330	glb-2	protein-coding
NA	182331	C06E4.8	protein-coding
NA	182332	C06E4.t1	tRNA
NA	182333	srv-17	protein-coding
NA	182336	C06E8.5	protein-coding
NA	182337	C06G1.2	protein-coding
NA	182338	C06G1.t1	tRNA
NA	182339	C06G1.t2	tRNA
NA	182340	C06G1.t3	tRNA
NA	182341	C06G1.t4	tRNA
NA	182342	C06G3.4	pseudo
NA	182344	C06G4.4	protein-coding
NA	182345	C06G4.t1	tRNA
NA	182346	zipt-2.1	protein-coding
NA	182348	glb-3	protein-coding
NA	182349	fbxa-157	protein-coding
NA	182350	tiar-3	protein-coding
NA	182351	C07A4.2	protein-coding
NA	182352	C07A4.3	protein-coding
