ensembl_gene_id	gene_id	symbol	type
NA	853852	HCS1	protein-coding
NA	853853	ATP7	protein-coding
NA	853854	PUT3	protein-coding
NA	853855	URB1	protein-coding
NA	853856	ARC19	protein-coding
NA	853857	PRP40	protein-coding
NA	853858	CCE1	protein-coding
NA	853859	UFD4	protein-coding
NA	853860	MRT4	protein-coding
NA	853861	LAC1	protein-coding
NA	853862	CAP1	protein-coding
NA	853863	SFT1	protein-coding
NA	853864	RPL14A	protein-coding
NA	853865	BYE1	protein-coding
NA	853866	AUR1	protein-coding
NA	853867	MRP17	protein-coding
NA	853868	DID4	protein-coding
NA	853869	MET14	protein-coding
NA	853870	VPS1	protein-coding
NA	853871	PAP1	protein-coding
NA	853872	OSH6	protein-coding
NA	853873	ECM9	protein-coding
NA	853874	YKR005C	protein-coding
NA	853875	MRPL13	protein-coding
NA	853876	MEH1	protein-coding
NA	853877	RSC4	protein-coding
NA	853878	FOX2	protein-coding
NA	853879	tL(CAA)K	tRNA
NA	853880	TOF2	protein-coding
NA	853881	YKR011C	protein-coding
NA	853882	PRY2	protein-coding
NA	853884	YPT52	protein-coding
NA	853885	YKR015C	protein-coding
NA	853886	MIC60	protein-coding
NA	853887	HEL1	protein-coding
NA	853888	YKR018C	protein-coding
NA	853889	IRS4	protein-coding
NA	853890	VPS51	protein-coding
NA	853891	ALY1	protein-coding
NA	853892	NTR2	protein-coding
NA	853893	YKR023W	protein-coding
NA	853894	DBP7	protein-coding
NA	853895	RPC37	protein-coding
NA	853896	GCN3	protein-coding
NA	853897	tR(ACG)K	tRNA
NA	853898	BCH2	protein-coding
NA	853899	SAP190	protein-coding
NA	853900	SET3	protein-coding
NA	853901	GMH1	protein-coding
NA	853902	SPO14	protein-coding
NA	853903	YKR032W	protein-coding
NA	853904	DAL80	protein-coding
NA	853906	DID2	protein-coding
NA	853908	CAF4	protein-coding
NA	853909	SPC34	protein-coding
NA	853910	KAE1	protein-coding
NA	853911	tD(GUC)K	tRNA
NA	853912	GAP1	protein-coding
NA	853913	tA(AGC)K2	tRNA
NA	853914	YKR041W	protein-coding
NA	853916	UTH1	protein-coding
NA	853917	SHB17	protein-coding
NA	853918	UIP5	protein-coding
NA	853919	YKR045C	protein-coding
NA	853920	PET10	protein-coding
NA	853922	NAP1	protein-coding
NA	853923	FMP46	protein-coding
NA	853924	TRK2	protein-coding
NA	853925	YKR051W	protein-coding
NA	853926	MRS4	protein-coding
NA	853927	YSR3	protein-coding
NA	853928	DYN1	protein-coding
NA	853929	RHO4	protein-coding
NA	853930	TRM2	protein-coding
NA	853931	RPS21A	protein-coding
NA	853932	GLG1	protein-coding
NA	853933	TIF1	protein-coding
NA	853934	UTP30	protein-coding
NA	853935	KTR2	protein-coding
NA	853936	TFA2	protein-coding
NA	853937	LAS1	protein-coding
NA	853938	OAF3	protein-coding
NA	853939	PAM17	protein-coding
NA	853940	CCP1	protein-coding
NA	853941	GPT2	protein-coding
NA	853942	BET3	protein-coding
NA	853943	MET1	protein-coding
NA	853944	YKR070W	protein-coding
NA	853945	DRE2	protein-coding
NA	853946	SIS2	protein-coding
NA	853947	YKR073C	protein-coding
NA	853948	tK(UUU)K	tRNA
NA	853949	AIM29	protein-coding
NA	853950	YKR075C	protein-coding
NA	853951	ECM4	protein-coding
NA	853952	MSA2	protein-coding
NA	853953	YKR078W	protein-coding
NA	853954	TRZ1	protein-coding
NA	853955	MTD1	protein-coding
NA	853956	RPF2	protein-coding
NA	853957	NUP133	protein-coding
NA	853958	DAD2	protein-coding
NA	853959	HBS1	protein-coding
NA	853960	MRPL20	protein-coding
NA	853961	PRP16	protein-coding
NA	853962	OMA1	protein-coding
NA	853963	TVP38	protein-coding
NA	853964	TGL4	protein-coding
NA	853965	PXL1	protein-coding
NA	853966	SRL3	protein-coding
NA	853967	SRP40	protein-coding
NA	853968	PTR2	protein-coding
NA	853969	RPL40B	protein-coding
NA	853970	MLP1	protein-coding
NA	853971	ESL2	protein-coding
NA	853972	PCK1	protein-coding
NA	853973	UBP11	protein-coding
NA	853974	BAS1	protein-coding
NA	853975	SKG1	protein-coding
NA	853976	SIR1	protein-coding
NA	853977	FLO10	protein-coding
NA	853978	NFT1	protein-coding
NA	853979	YKR104W	protein-coding
NA	853980	VBA5	protein-coding
NA	853981	GEX2	protein-coding
NA	853982	RTC1	protein-coding
NA	853983	BSC6	protein-coding
NA	853984	PFK27	protein-coding
NA	853985	MED7	protein-coding
NA	853986	HRT1	protein-coding
NA	853988	GAS4	protein-coding
NA	853989	YOL131W	protein-coding
NA	853990	ALR1	protein-coding
NA	853991	VPS68	protein-coding
NA	853992	YGK3	protein-coding
NA	853993	RPL25	protein-coding
NA	853994	MDH2	protein-coding
NA	853995	TRM13	protein-coding
NA	853996	TRM11	protein-coding
NA	853997	HRP1	protein-coding
NA	853999	AAD15	protein-coding
NA	854000	BDS1	protein-coding
NA	854001	YOL163W	protein-coding
NA	854002	YOL162W	protein-coding
NA	854003	PAU20	protein-coding
NA	854004	YOL160W	protein-coding
NA	854005	YOL159C-A	protein-coding
NA	854006	CSS3	protein-coding
NA	854007	ENB1	protein-coding
NA	854008	IMA2	protein-coding
NA	854009	HXT11	protein-coding
NA	854010	HPF1	protein-coding
NA	854011	ZPS1	protein-coding
NA	854012	YOL153C	pseudo
NA	854013	FRE7	protein-coding
NA	854014	GRE2	protein-coding
NA	854016	DCP1	protein-coding
NA	854017	SPT20	protein-coding
NA	854018	PEX11	protein-coding
NA	854019	PSF3	protein-coding
NA	854020	CTR9	protein-coding
NA	854021	NOP8	protein-coding
NA	854022	RIB4	protein-coding
NA	854023	RRP40	protein-coding
NA	854024	PPM2	protein-coding
NA	854025	ARG8	protein-coding
NA	854026	CDC33	protein-coding
NA	854027	SMF1	protein-coding
NA	854028	RPS19A	protein-coding
NA	854029	RPL18A	protein-coding
NA	854030	MCH4	protein-coding
NA	854031	YOL118C	protein-coding
NA	854032	RRI2	protein-coding
NA	854033	MSN1	protein-coding
NA	854034	PAP2	protein-coding
NA	854035	PTH4	protein-coding
NA	854036	SKM1	protein-coding
NA	854037	MSB4	protein-coding
NA	854038	MDY2	protein-coding
NA	854039	SHR5	protein-coding
NA	854040	ZEO1	protein-coding
NA	854041	SUF1	tRNA
NA	854042	INO4	protein-coding
NA	854043	YOL107W	protein-coding
NA	854045	tT(AGU)O1	tRNA
NA	854046	WSC3	protein-coding
NA	854047	NDJ1	protein-coding
NA	854048	YOL103W-A	protein-coding
NA	854049	YOL103W-B	protein-coding
NA	854050	ITR2	protein-coding
NA	854051	TPT1	protein-coding
NA	854052	IZH4	protein-coding
NA	854053	PKH2	protein-coding
NA	854055	SDD3	protein-coding
NA	854056	WRS1	protein-coding
NA	854057	COQ3	protein-coding
NA	854058	HMI1	protein-coding
NA	854059	RFC4	protein-coding
NA	854060	TRM10	protein-coding
NA	854061	YPQ1	protein-coding
NA	854062	SPO21	protein-coding
NA	854063	MSH2	protein-coding
NA	854064	HAL9	protein-coding
NA	854065	MPD2	protein-coding
NA	854066	DUF1	protein-coding
NA	854067	MHF1	protein-coding
NA	854068	ADH1	protein-coding
NA	854069	YOL085C	protein-coding
NA	854070	PHM7	protein-coding
NA	854071	ATG34	protein-coding
NA	854072	ATG19	protein-coding
NA	854073	IRA2	protein-coding
NA	854075	REX4	protein-coding
NA	854076	AVO1	protein-coding
NA	854077	ATP19	protein-coding
NA	854078	BRX1	protein-coding
NA	854079	MDM20	protein-coding
NA	854080	YOL075C	protein-coding
NA	854081	DSC2	protein-coding
NA	854082	THP1	protein-coding
NA	854083	SDH5	protein-coding
NA	854084	NBA1	protein-coding
NA	854085	NUF2	protein-coding
NA	854086	HST1	protein-coding
NA	854087	RTG1	protein-coding
NA	854088	RIB2	protein-coding
NA	854089	INP54	protein-coding
NA	854090	MET22	protein-coding
NA	854091	CRT10	protein-coding
NA	854092	APM4	protein-coding
NA	854093	PRS5	protein-coding
NA	854094	MAM3	protein-coding
NA	854095	GPD2	protein-coding
NA	854096	ARG1	protein-coding
NA	854097	YOL057W	protein-coding
NA	854098	GPM3	protein-coding
NA	854099	THI20	protein-coding
NA	854100	tG(GCC)O1	tRNA
NA	854101	tN(GUU)O1	tRNA
NA	854102	PSH1	protein-coding
NA	854103	AIM39	protein-coding
NA	854104	DDR2	protein-coding
NA	854105	SPE2	protein-coding
NA	854106	GAL11	protein-coding
NA	854108	GSH2	protein-coding
NA	854109	RRT8	protein-coding
NA	854110	LDS2	protein-coding
NA	854111	PSK2	protein-coding
NA	854113	PEX15	protein-coding
NA	854114	NTG2	protein-coding
NA	854115	NGL1	protein-coding
NA	854116	NOP12	protein-coding
NA	854117	RPS15	protein-coding
NA	854118	RPP2A	protein-coding
NA	854119	PRE6	protein-coding
NA	854120	YOL036W	protein-coding
NA	854123	SMC5	protein-coding
NA	854124	MSE1	protein-coding
NA	854125	OPI10	protein-coding
NA	854126	SIL1	protein-coding
NA	854127	GAS5	protein-coding
NA	854128	YOL029C	protein-coding
NA	854129	YAP7	protein-coding
NA	854130	MDM38	protein-coding
NA	854131	MIM1	protein-coding
NA	854132	tS(GCU)O	tRNA
NA	854133	LAG2	protein-coding
NA	854134	YOL024W	protein-coding
NA	854135	IFM1	protein-coding
NA	854136	TSR4	protein-coding
NA	854137	SUF17	tRNA
NA	854138	DIS3	protein-coding
NA	854139	TAT2	protein-coding
NA	854140	SUP3	tRNA
NA	854141	YOL019W	protein-coding
NA	854142	TLG2	protein-coding
NA	854143	ESC8	protein-coding
NA	854144	CMK2	protein-coding
NA	854145	IRC10	protein-coding
NA	854146	YOL014W	protein-coding
NA	854147	YOL013W-A	protein-coding
NA	854148	tP(UGG)O1	tRNA
NA	854149	HRD1	protein-coding
NA	854150	HTZ1	protein-coding
NA	854151	PLB3	protein-coding
NA	854152	RCL1	protein-coding
NA	854153	MDM12	protein-coding
NA	854154	COQ10	protein-coding
NA	854155	CSI2	protein-coding
NA	854156	TOP1	protein-coding
NA	854157	RPB11	protein-coding
NA	854158	SIN3	protein-coding
NA	854159	PFA4	protein-coding
NA	854160	IZH2	protein-coding
NA	854161	PHO80	protein-coding
NA	854162	RRP6	protein-coding
NA	854163	ALG6	protein-coding
NA	854164	YSP3	protein-coding
NA	854165	UTP23	protein-coding
NA	854166	DNL4	protein-coding
NA	854167	TSR3	protein-coding
NA	854168	SGT2	protein-coding
NA	854169	tR(ACG)O	tRNA
NA	854170	SLG1	protein-coding
NA	854171	YOR008C-A	protein-coding
NA	854173	TIR4	protein-coding
NA	854174	TIR2	protein-coding
NA	854175	AUS1	protein-coding
NA	854176	tT(AGU)O2	tRNA
NA	854177	YOR012W	protein-coding
NA	854179	RTS1	protein-coding
NA	854180	YOR015W	protein-coding
NA	854181	ERP4	protein-coding
NA	854182	PET127	protein-coding
NA	854183	ROD1	protein-coding
NA	854184	YOR019W	protein-coding
NA	854185	HSP10	protein-coding
NA	854186	SFM1	protein-coding
NA	854187	DDL1	protein-coding
NA	854188	AHC1	protein-coding
NA	854190	HST3	protein-coding
NA	854191	BUB3	protein-coding
NA	854192	STI1	protein-coding
NA	854193	CIN5	protein-coding
NA	854194	YOR029W	protein-coding
NA	854195	DFG16	protein-coding
NA	854196	CRS5	pseudo
NA	854197	HMS1	protein-coding
NA	854198	EXO1	protein-coding
NA	854199	AKR2	protein-coding
NA	854200	SHE4	protein-coding
NA	854201	PEP12	protein-coding
NA	854202	CYC2	protein-coding
NA	854203	HIR2	protein-coding
NA	854204	CKB2	protein-coding
NA	854205	GLO4	protein-coding
NA	854206	CUE5	protein-coding
NA	854208	WHI2	protein-coding
NA	854209	IRC23	protein-coding
NA	854210	TOM6	protein-coding
NA	854211	DBP5	protein-coding
NA	854212	STD1	protein-coding
NA	854213	RAT1	protein-coding
NA	854214	RSB1	protein-coding
NA	854216	ETT1	protein-coding
NA	854217	TMC1	protein-coding
NA	854220	VHS3	protein-coding
NA	854221	NOB1	protein-coding
NA	854222	SGT1	protein-coding
NA	854223	ASE1	protein-coding
NA	854224	tK(UUU)O	tRNA
NA	854225	LPL1	protein-coding
NA	854226	SLD7	protein-coding
NA	854227	CKA2	protein-coding
NA	854228	YOR062C	protein-coding
NA	854229	RPL3	protein-coding
NA	854230	YNG1	protein-coding
NA	854231	CYT1	protein-coding
NA	854232	MSA1	protein-coding
NA	854233	ALG8	protein-coding
NA	854234	VAM10	protein-coding
NA	854235	VPS5	protein-coding
NA	854236	GYP1	protein-coding
NA	854237	NRT1	protein-coding
NA	854238	YOR072W	protein-coding
NA	854239	SUF11	tRNA
NA	854240	SGO1	protein-coding
NA	854241	CDC21	protein-coding
NA	854242	UFE1	protein-coding
NA	854243	SKI7	protein-coding
NA	854244	RTS2	protein-coding
NA	854245	BUD21	protein-coding
NA	854246	ATX2	protein-coding
NA	854247	DIA2	protein-coding
NA	854248	TGL5	protein-coding
NA	854249	WHI5	protein-coding
NA	854251	LPX1	protein-coding
NA	854252	OST3	protein-coding
NA	854253	TCB1	protein-coding
NA	854254	tN(GUU)O2	tRNA
NA	854255	YVC1	protein-coding
NA	854256	VPS21	protein-coding
NA	854257	PTC5	protein-coding
NA	854258	TMA46	protein-coding
NA	854259	ECM3	protein-coding
NA	854260	CMR2	protein-coding
NA	854261	ARF3	protein-coding
NA	854262	RKI1	protein-coding
NA	854263	RPS7A	protein-coding
NA	854264	YOR097C	protein-coding
NA	854265	NUP1	protein-coding
NA	854266	KTR1	protein-coding
NA	854267	CRC1	protein-coding
NA	854268	RAS1	protein-coding
NA	854270	OST2	protein-coding
NA	854271	PIN2	protein-coding
NA	854272	YOR105W	protein-coding
NA	854273	VAM3	protein-coding
NA	854274	RGS2	protein-coding
NA	854275	LEU9	protein-coding
NA	854276	INP53	protein-coding
NA	854277	TFC7	protein-coding
NA	854278	YOR111W	protein-coding
NA	854279	CEX1	protein-coding
NA	854280	AZF1	protein-coding
NA	854281	YOR114W	protein-coding
NA	854282	TRS33	protein-coding
NA	854283	RPO31	protein-coding
NA	854284	RPT5	protein-coding
NA	854285	RTC5	protein-coding
NA	854286	RIO1	protein-coding
NA	854287	GCY1	protein-coding
NA	854289	PFY1	protein-coding
NA	854290	LEO1	protein-coding
NA	854291	UBP2	protein-coding
NA	854292	CAT5	protein-coding
NA	854293	IAH1	protein-coding
NA	854294	RGA1	protein-coding
NA	854295	ADE2	protein-coding
NA	854296	AFI1	protein-coding
NA	854297	ORT1	protein-coding
NA	854298	tD(GUC)O	tRNA
NA	854299	YOR131C	protein-coding
NA	854300	VPS17	protein-coding
NA	854301	EFT1	protein-coding
NA	854302	BAG7	protein-coding
NA	854303	IDH2	protein-coding
NA	854305	SIA1	protein-coding
NA	854306	RUP1	protein-coding
NA	854307	SFL1	protein-coding
NA	854309	ARP8	protein-coding
NA	854310	LSC1	protein-coding
NA	854311	SUF5	tRNA
NA	854312	YOR142W-A	protein-coding
NA	854313	YOR142W-B	protein-coding
NA	854314	THI80	protein-coding
NA	854315	ELG1	protein-coding
NA	854317	PNO1	protein-coding
NA	854318	MDM32	protein-coding
NA	854319	SPP2	protein-coding
NA	854320	SMP3	protein-coding
NA	854321	MRPL23	protein-coding
NA	854322	RPB2	protein-coding
NA	854323	ATG40	protein-coding
NA	854324	PDR5	protein-coding
NA	854325	SLP1	protein-coding
NA	854326	ISN1	protein-coding
NA	854327	NFI1	protein-coding
NA	854328	PUP1	protein-coding
NA	854329	PET123	protein-coding
NA	854330	SME1	protein-coding
NA	854331	MTR10	protein-coding
NA	854332	PNS1	protein-coding
NA	854333	YRR1	protein-coding
NA	854334	DDP1	protein-coding
NA	854335	GET4	protein-coding
NA	854336	SEY1	protein-coding
NA	854337	SWT1	protein-coding
NA	854338	RPS28A	protein-coding
NA	854339	GLN4	protein-coding
NA	854342	LCB4	protein-coding
NA	854343	YRM1	protein-coding
NA	854344	DCS2	protein-coding
NA	854345	MED4	protein-coding
NA	854346	ALE1	protein-coding
NA	854347	HEM15	protein-coding
NA	854348	tV(AAC)O	tRNA
NA	854349	MPC54	protein-coding
NA	854350	GAC1	protein-coding
NA	854351	SYC1	protein-coding
NA	854352	DCI1	protein-coding
NA	854353	LAS17	protein-coding
NA	854354	RPS30B	protein-coding
NA	854355	FYV12	protein-coding
NA	854356	SER1	protein-coding
NA	854357	GSP2	protein-coding
NA	854358	YOR186W	protein-coding
NA	854359	TUF1	protein-coding
NA	854360	MSB1	protein-coding
NA	854361	IES4	protein-coding
NA	854362	SPR1	protein-coding
NA	854363	ULS1	protein-coding
NA	854364	THI72	protein-coding
NA	854365	YOR192C-B	protein-coding
NA	854366	YOR192C-A	protein-coding
NA	854367	IMT1	tRNA
NA	854368	PEX27	protein-coding
NA	854369	TOA1	protein-coding
NA	854370	SLK19	protein-coding
NA	854371	LIP5	protein-coding
NA	854372	MCA1	protein-coding
NA	854373	BFR1	protein-coding
NA	854376	MRM1	protein-coding
NA	854377	HIS3	protein-coding
NA	854379	DED1	protein-coding
NA	854380	GEP3	protein-coding
NA	854381	NOC2	protein-coding
NA	854382	RET1	protein-coding
NA	854383	PTP2	protein-coding
NA	854384	NPT1	protein-coding
NA	854385	RPB10	protein-coding
NA	854386	MGM1	protein-coding
NA	854387	STE4	protein-coding
NA	854388	SAS5	protein-coding
NA	854389	SPR2	protein-coding
NA	854390	AIM41	protein-coding
NA	854391	RUD3	protein-coding
NA	854392	RFC1	protein-coding
NA	854394	STE13	protein-coding
NA	854395	RCN2	protein-coding
NA	854396	MCT1	protein-coding
NA	854397	ODC2	protein-coding
NA	854398	DSC3	protein-coding
NA	854399	RPB8	protein-coding
NA	854401	ISU2	protein-coding
NA	854402	HER1	protein-coding
NA	854403	MCP1	protein-coding
NA	854404	WTM2	protein-coding
NA	854405	WTM1	protein-coding
NA	854406	MKK1	protein-coding
NA	854407	MGE1	protein-coding
NA	854408	KIN4	protein-coding
NA	854409	RPL33B	protein-coding
NA	854410	IRC13	protein-coding
NA	854411	DFR1	protein-coding
NA	854412	HES1	protein-coding
NA	854413	YOR238W	protein-coding
NA	854414	ABP140	protein-coding
NA	854415	MET7	protein-coding
NA	854416	SSP2	protein-coding
NA	854417	PUS7	protein-coding
NA	854418	ESA1	protein-coding
NA	854419	DGA1	protein-coding
NA	854420	ENV9	protein-coding
NA	854421	SRL1	protein-coding
NA	854423	APC5	protein-coding
NA	854424	CLP1	protein-coding
NA	854425	TUM1	protein-coding
NA	854426	TMA16	protein-coding
NA	854427	NAT5	protein-coding
NA	854428	SEC63	protein-coding
NA	854429	OSW1	protein-coding
NA	854430	TRE2	protein-coding
NA	854431	CDC31	protein-coding
NA	854432	HNT3	protein-coding
NA	854433	RPT4	protein-coding
NA	854434	GCD1	protein-coding
NA	854435	RPN8	protein-coding
NA	854436	GPN2	protein-coding
NA	854437	DSE3	protein-coding
NA	854439	RBL2	protein-coding
NA	854440	PNT1	protein-coding
NA	854441	HRK1	protein-coding
NA	854442	YOR268C	protein-coding
NA	854443	PAC1	protein-coding
NA	854444	VPH1	protein-coding
NA	854445	FSF1	protein-coding
NA	854446	YTM1	protein-coding
NA	854447	TPO4	protein-coding
NA	854448	MOD5	protein-coding
NA	854449	RIM20	protein-coding
NA	854450	CAF20	protein-coding
NA	854452	HEM4	protein-coding
NA	854453	RFM1	protein-coding
NA	854454	FSH3	protein-coding
NA	854456	PLP2	protein-coding
NA	854457	YOR283W	protein-coding
NA	854458	HUA2	protein-coding
NA	854459	RDL1	protein-coding
NA	854460	RDL2	protein-coding
NA	854461	RRP36	protein-coding
NA	854462	MPD1	protein-coding
NA	854463	YOR289W	protein-coding
NA	854464	tA(UGC)O	tRNA
NA	854465	SNF2	protein-coding
NA	854466	YPK9	protein-coding
NA	854467	YOR292C	protein-coding
NA	854468	RPS10A	protein-coding
NA	854469	RRS1	protein-coding
NA	854470	UAF30	protein-coding
NA	854471	YOR296W	protein-coding
NA	854472	TIM18	protein-coding
NA	854473	MUM3	protein-coding
NA	854474	MBF1	protein-coding
NA	854475	BUD7	protein-coding
NA	854477	RAX1	protein-coding
NA	854478	YOR302W	protein-coding
NA	854479	CPA1	protein-coding
NA	854480	ISW2	protein-coding
NA	854481	BIL1	protein-coding
NA	854482	RRG7	protein-coding
NA	854483	MCH5	protein-coding
NA	854484	SLY41	protein-coding
NA	854485	SNU66	protein-coding
NA	854487	NOP58	protein-coding
NA	854488	DGK1	protein-coding
NA	854489	RPL20B	protein-coding
NA	854490	SPS4	protein-coding
NA	854491	YOR314W	protein-coding
NA	854493	SFG1	protein-coding
NA	854494	COT1	protein-coding
NA	854495	FAA1	protein-coding
NA	854497	HSH49	protein-coding
NA	854498	GNT1	protein-coding
NA	854499	PMT3	protein-coding
NA	854500	LDB19	protein-coding
NA	854501	PRO2	protein-coding
NA	854503	FRT1	protein-coding
NA	854504	MYO2	protein-coding
NA	854505	SNC2	protein-coding
NA	854506	PDR10	protein-coding
NA	854507	SCD5	protein-coding
NA	854508	MIP1	protein-coding
NA	854509	VMA4	protein-coding
NA	854511	MRS2	protein-coding
NA	854513	ALA1	protein-coding
NA	854514	KRE5	protein-coding
NA	854515	TEA1	protein-coding
NA	854516	YOR338W	protein-coding
NA	854517	UBC11	protein-coding
NA	854518	RPA43	protein-coding
NA	854519	RPA190	protein-coding
NA	854520	YOR342C	protein-coding
NA	854521	YOR343C	protein-coding
NA	854522	YOR343W-A	protein-coding
NA	854523	YOR343W-B	protein-coding
NA	854524	EMT2	tRNA
NA	854525	TYE7	protein-coding
NA	854526	tP(UGG)O3	tRNA
NA	854527	REV1	protein-coding
NA	854529	PYK2	protein-coding
NA	854530	PUT4	protein-coding
NA	854531	CIN1	protein-coding
NA	854532	MNE1	protein-coding
NA	854533	MEK1	protein-coding
NA	854534	TFB6	protein-coding
NA	854535	SOG2	protein-coding
NA	854536	MSC6	protein-coding
NA	854537	GDS1	protein-coding
NA	854538	CIR2	protein-coding
NA	854539	SNX3	protein-coding
NA	854540	HAP5	protein-coding
NA	854541	VTS1	protein-coding
NA	854542	PDE2	protein-coding
NA	854543	PRT1	protein-coding
NA	854544	PRE10	protein-coding
NA	854545	PIP2	protein-coding
NA	854548	YOR365C	protein-coding
NA	854549	SCP1	protein-coding
NA	854550	RAD17	protein-coding
NA	854551	RPS12	protein-coding
NA	854552	MRS6	protein-coding
NA	854553	GPB1	protein-coding
NA	854554	NDD1	protein-coding
NA	854555	NUD1	protein-coding
NA	854556	ALD4	protein-coding
NA	854557	GDH1	protein-coding
NA	854558	YOR376W	protein-coding
NA	854559	ATF1	protein-coding
NA	854560	AMF1	protein-coding
NA	854562	RDR1	protein-coding
NA	854563	FRE3	protein-coding
NA	854564	FIT2	protein-coding
NA	854565	FIT3	protein-coding
NA	854566	FRE5	protein-coding
NA	854567	YOR385W	protein-coding
NA	854568	PHR1	protein-coding
NA	854569	YOR387C	protein-coding
NA	854570	FDH1	protein-coding
NA	854571	YOR389W	protein-coding
NA	854572	FEX1	protein-coding
NA	854573	HSP33	protein-coding
NA	854575	ERR1	protein-coding
NA	854576	PAU21	protein-coding
NA	854577	YRF1-8	protein-coding
NA	854578	tP(UGG)Q	tRNA
NA	854581	tW(UCA)Q	tRNA
NA	854582	BI4	protein-coding
NA	854583	COB	protein-coding
NA	854584	OLI1	protein-coding
NA	854585	tS(UGA)Q2	tRNA
NA	854586	VAR1	protein-coding
NA	854590	SCEI	protein-coding
NA	854591	tT(UGU)Q1	tRNA
NA	854593	AI1	protein-coding
NA	854594	AI2	protein-coding
NA	854595	AI3	protein-coding
NA	854596	AI4	protein-coding
NA	854597	AI5_ALPHA	protein-coding
NA	854598	COX1	protein-coding
NA	854599	AI5_BETA	protein-coding
NA	854600	ATP8	protein-coding
NA	854601	ATP6	protein-coding
NA	854603	tE(UUC)Q	tRNA
NA	854604	BI2	protein-coding
NA	854605	BI3	protein-coding
NA	854606	tC(GCA)Q	tRNA
NA	854607	tH(GUG)Q	tRNA
NA	854609	tL(UAA)Q	tRNA
NA	854610	tQ(UUG)Q	tRNA
NA	854611	tK(UUU)Q	tRNA
NA	854612	tR(UCU)Q1	tRNA
NA	854613	tG(UCC)Q	tRNA
NA	854614	tD(GUC)Q	tRNA
NA	854615	tS(GCU)Q1	tRNA
NA	854616	tR(ACG)Q2	tRNA
NA	854617	tA(UGC)Q	tRNA
NA	854618	tI(GAU)Q	tRNA
NA	854619	tY(GUA)Q	tRNA
NA	854620	tN(GUU)Q	tRNA
NA	854621	tM(CAU)Q1	tRNA
NA	854622	COX2	protein-coding
NA	854623	Q0255	protein-coding
NA	854624	tF(GAA)Q	tRNA
NA	854625	tT(UAG)Q2	tRNA
NA	854626	tV(UAC)Q	tRNA
NA	854627	COX3	protein-coding
NA	854628	tM(CAU)Q2	tRNA
NA	854630	YIL177C	protein-coding
NA	854631	PAU14	protein-coding
NA	854632	YIL175W	pseudo
NA	854633	YIL174W	pseudo
NA	854634	VTH1	protein-coding
NA	854635	IMA3	protein-coding
NA	854636	HXT12	pseudo
NA	854637	CSS1	protein-coding
NA	854639	SDL1	pseudo
NA	854640	YIL166C	protein-coding
NA	854641	YIL165C	protein-coding
NA	854642	NIT1	protein-coding
NA	854643	YIL163C	protein-coding
NA	854644	SUC2	protein-coding
NA	854645	YIL161W	protein-coding
NA	854646	POT1	protein-coding
NA	854647	BNR1	protein-coding
NA	854648	AIM20	protein-coding
NA	854649	COA1	protein-coding
NA	854650	UBP7	protein-coding
NA	854651	GUT2	protein-coding
NA	854652	IMP2'	protein-coding
NA	854653	RRD1	protein-coding
NA	854654	YIL152W	protein-coding
NA	854655	ESL1	protein-coding
NA	854656	MCM10	protein-coding
NA	854657	MLP2	protein-coding
NA	854658	RPL40A	protein-coding
NA	854659	SLN1	protein-coding
NA	854660	ATG32	protein-coding
NA	854661	PAN6	protein-coding
NA	854662	NDC80	protein-coding
NA	854663	SSL2	protein-coding
NA	854664	CCT2	protein-coding
NA	854666	AXL2	protein-coding
NA	854667	REV7	protein-coding
NA	854668	TPM2	protein-coding
NA	854669	TMA108	protein-coding
NA	854670	OM45	protein-coding
NA	854671	VHS2	protein-coding
NA	854672	FLX1	protein-coding
NA	854673	RPL16A	protein-coding
NA	854674	CSM2	protein-coding
NA	854675	FKH1	protein-coding
NA	854676	ASG1	protein-coding
NA	854677	TAO3	protein-coding
NA	854678	MET18	protein-coding
NA	854679	RRT14	protein-coding
NA	854680	STH1	protein-coding
NA	854681	KGD1	protein-coding
NA	854682	AYR1	protein-coding
NA	854683	SIM1	protein-coding
NA	854684	POG1	protein-coding
NA	854685	QDR2	protein-coding
NA	854686	QDR1	protein-coding
NA	854687	RPI1	protein-coding
NA	854688	RHO3	protein-coding
NA	854689	PRM5	protein-coding
NA	854690	HIS5	protein-coding
NA	854691	NUP159	protein-coding
NA	854692	POR2	protein-coding
NA	854693	SDP1	protein-coding
NA	854694	HOS4	protein-coding
NA	854695	COX5B	protein-coding
NA	854696	HPM1	protein-coding
NA	854697	SEC24	protein-coding
NA	854698	YIL108W	protein-coding
NA	854699	PFK26	protein-coding
NA	854700	MOB1	protein-coding
NA	854701	SLM1	protein-coding
NA	854702	SHQ1	protein-coding
NA	854703	DPH1	protein-coding
NA	854704	YIL102C	protein-coding
NA	854705	tT(AGU)I1	tRNA
NA	854706	XBP1	protein-coding
NA	854708	SGA1	protein-coding
NA	854709	FMC1	protein-coding
NA	854710	FYV10	protein-coding
NA	854711	BMT5	protein-coding
NA	854712	tI(AAU)I1	tRNA
NA	854713	PRK1	protein-coding
NA	854714	LYS12	protein-coding
NA	854715	RSM25	protein-coding
NA	854716	YIL092W	protein-coding
NA	854717	UTP25	protein-coding
NA	854718	ICE2	protein-coding
NA	854719	YIL089W	protein-coding
NA	854720	tE(CUC)I	tRNA
NA	854721	AVT7	protein-coding
NA	854722	AIM19	protein-coding
