ensembl_gene_id	gene_id	symbol	type
NA	851970	YDR365W-A	protein-coding
NA	851971	YDR365W-B	protein-coding
NA	851972	YDR366C	protein-coding
NA	851973	KEI1	protein-coding
NA	851974	YPR1	protein-coding
NA	851975	XRS2	protein-coding
NA	851976	DXO1	protein-coding
NA	851977	CTS2	protein-coding
NA	851978	VPS74	protein-coding
NA	851979	FRQ1	protein-coding
NA	851980	PHO92	protein-coding
NA	851981	BCS1	protein-coding
NA	851982	ARH1	protein-coding
NA	851983	ATP17	protein-coding
NA	851984	LSM6	protein-coding
NA	851985	RGA2	protein-coding
NA	851986	SDH6	protein-coding
NA	851987	ARO10	protein-coding
NA	851988	YRA1	protein-coding
NA	851989	YDR381C-A	protein-coding
NA	851990	RPP2B	protein-coding
NA	851991	NKP1	protein-coding
NA	851992	ATO3	protein-coding
NA	851993	EFT2	protein-coding
NA	851994	MUS81	protein-coding
NA	851995	CIN10	protein-coding
NA	851996	RVS167	protein-coding
NA	851997	SAC7	protein-coding
NA	851998	UBA2	protein-coding
NA	851999	SUF3	tRNA
NA	852000	YDR391C	protein-coding
NA	852001	SPT3	protein-coding
NA	852002	SHE9	protein-coding
NA	852003	RPT3	protein-coding
NA	852004	SXM1	protein-coding
NA	852006	NCB2	protein-coding
NA	852007	UTP5	protein-coding
NA	852008	HPT1	protein-coding
NA	852009	URH1	protein-coding
NA	852011	DIT2	protein-coding
NA	852012	DIT1	protein-coding
NA	852013	RPB7	protein-coding
NA	852014	MRP20	protein-coding
NA	852015	PDR15	protein-coding
NA	852016	TRS120	protein-coding
NA	852017	ADE8	protein-coding
NA	852018	SIZ1	protein-coding
NA	852019	STE14	protein-coding
NA	852020	DFM1	protein-coding
NA	852021	RRP17	protein-coding
NA	852023	ERD1	protein-coding
NA	852024	YDR415C	protein-coding
NA	852025	SYF1	protein-coding
NA	852026	RPL12B	protein-coding
NA	852028	RAD30	protein-coding
NA	852029	tS(AGA)D3	tRNA
NA	852030	HKR1	protein-coding
NA	852031	ARO80	protein-coding
NA	852032	SIP1	protein-coding
NA	852033	CAD1	protein-coding
NA	852034	DYN2	protein-coding
NA	852035	SNX41	protein-coding
NA	852037	RPN9	protein-coding
NA	852038	BNA7	protein-coding
NA	852039	TIF35	protein-coding
NA	852041	CYM1	protein-coding
NA	852042	NPL3	protein-coding
NA	852044	GPI17	protein-coding
NA	852045	PPM1	protein-coding
NA	852046	PPZ2	protein-coding
NA	852047	GPI19	protein-coding
NA	852048	THI74	protein-coding
NA	852049	LRS4	protein-coding
NA	852050	DOT1	protein-coding
NA	852051	APT2	protein-coding
NA	852053	SSN2	protein-coding
NA	852054	YDR444W	protein-coding
NA	852055	tK(CUU)D2	tRNA
NA	852057	ECM11	protein-coding
NA	852058	RPS17B	protein-coding
NA	852059	ADA2	protein-coding
NA	852060	UTP6	protein-coding
NA	852061	RPS18A	protein-coding
NA	852062	YHP1	protein-coding
NA	852063	PPN1	protein-coding
NA	852064	TSA2	protein-coding
NA	852065	GUK1	protein-coding
NA	852066	NHX1	protein-coding
NA	852068	TOM1	protein-coding
NA	852069	HEH2	protein-coding
NA	852070	PFA5	protein-coding
NA	852071	TFB3	protein-coding
NA	852072	MFA1	protein-coding
NA	852073	MRPL28	protein-coding
NA	852074	STP1	protein-coding
NA	852075	SPP41	protein-coding
NA	852076	RMT2	protein-coding
NA	852077	PKH3	protein-coding
NA	852079	TLG1	protein-coding
NA	852080	SDC1	protein-coding
NA	852081	UGO1	protein-coding
NA	852082	RPL27B	protein-coding
NA	852083	TRS31	protein-coding
NA	852084	PRP3	protein-coding
NA	852086	JIP4	protein-coding
NA	852087	YDR476C	protein-coding
NA	852088	SNF1	protein-coding
NA	852089	SNM1	protein-coding
NA	852090	PEX29	protein-coding
NA	852091	DIG2	protein-coding
NA	852092	PHO8	protein-coding
NA	852093	CWC21	protein-coding
NA	852094	KRE2	protein-coding
NA	852095	VPS52	protein-coding
NA	852096	VPS72	protein-coding
NA	852097	VPS60	protein-coding
NA	852098	RIB3	protein-coding
NA	852099	PAC11	protein-coding
NA	852100	SLD5	protein-coding
NA	852101	PKH1	protein-coding
NA	852102	IZH1	protein-coding
NA	852104	MZM1	protein-coding
NA	852105	RSM28	protein-coding
NA	852106	VPS3	protein-coding
NA	852107	PUF6	protein-coding
NA	852108	ITR1	protein-coding
NA	852109	SEC20	protein-coding
NA	852110	LCD1	protein-coding
NA	852111	RPL37B	protein-coding
NA	852112	PLM2	protein-coding
NA	852113	SAM2	protein-coding
NA	852114	LPP1	protein-coding
NA	852115	SPG3	protein-coding
NA	852116	PSP1	protein-coding
NA	852117	GMC1	protein-coding
NA	852118	tL(CAA)D	tRNA
NA	852119	GIN4	protein-coding
NA	852121	GNP1	protein-coding
NA	852122	SMT3	protein-coding
NA	852123	SDH7	protein-coding
NA	852124	GRX2	protein-coding
NA	852125	EMI1	protein-coding
NA	852126	YDR514C	protein-coding
NA	852127	SLF1	protein-coding
NA	852128	EMI2	protein-coding
NA	852129	GRH1	protein-coding
NA	852130	EUG1	protein-coding
NA	852131	FPR2	protein-coding
NA	852133	URC2	protein-coding
NA	852134	SPS2	protein-coding
NA	852135	SPS1	protein-coding
NA	852136	AGE1	protein-coding
NA	852137	API2	protein-coding
NA	852138	SNA2	protein-coding
NA	852139	RBA50	protein-coding
NA	852141	HLR1	protein-coding
NA	852142	QCR7	protein-coding
NA	852143	APA2	protein-coding
NA	852144	CAB1	protein-coding
NA	852145	KRE28	protein-coding
NA	852146	HSP31	protein-coding
NA	852147	FIT1	protein-coding
NA	852149	STL1	protein-coding
NA	852150	PAD1	protein-coding
NA	852152	FDC1	protein-coding
NA	852153	IRC4	protein-coding
NA	852154	YDR541C	protein-coding
NA	852155	PAU10	protein-coding
NA	852158	YRF1-1	protein-coding
NA	852159	YBL113C	protein-coding
NA	852160	YBL112C	protein-coding
NA	852161	YBL111C	protein-coding
NA	852163	PAU9	protein-coding
NA	852166	tL(UAA)B1	tRNA
NA	852167	MIX23	protein-coding
NA	852168	SRO77	protein-coding
NA	852169	PKC1	protein-coding
NA	852170	SEA4	protein-coding
NA	852171	RTG3	protein-coding
NA	852172	SFT2	protein-coding
NA	852173	ECM21	protein-coding
NA	852174	YBL100W-A	protein-coding
NA	852175	YBL100W-B	protein-coding
NA	852176	tF(GAA)B	tRNA
NA	852177	ATP1	protein-coding
NA	852179	BNA4	protein-coding
NA	852180	BRN1	protein-coding
NA	852181	MRX3	protein-coding
NA	852184	ROX3	protein-coding
NA	852185	RPL32	protein-coding
NA	852186	SCS22	protein-coding
NA	852187	MAP2	protein-coding
NA	852188	MRP21	protein-coding
NA	852189	AVT5	protein-coding
NA	852190	TEL1	protein-coding
NA	852191	RPL23A	protein-coding
NA	852192	YBL086C	protein-coding
NA	852193	BOI1	protein-coding
NA	852194	CDC27	protein-coding
NA	852196	ALG3	protein-coding
NA	852197	YBL081W	protein-coding
NA	852198	PET112	protein-coding
NA	852199	NUP170	protein-coding
NA	852200	ATG8	protein-coding
NA	852202	ILS1	protein-coding
NA	852203	SSA3	protein-coding
NA	852205	AAR2	protein-coding
NA	852206	RPS8A	protein-coding
NA	852207	KTI11	protein-coding
NA	852208	YBL071C	protein-coding
NA	852209	AST1	protein-coding
NA	852211	PRS4	protein-coding
NA	852212	UBP13	protein-coding
NA	852214	SEF1	protein-coding
NA	852215	PRX1	protein-coding
NA	852216	KIP1	protein-coding
NA	852218	SKT5	protein-coding
NA	852219	YEL1	protein-coding
NA	852220	CMC2	protein-coding
NA	852221	YBL059W	protein-coding
NA	852222	SHP1	protein-coding
NA	852223	PTH2	protein-coding
NA	852224	PTC3	protein-coding
NA	852225	YBL055C	protein-coding
NA	852226	TOD6	protein-coding
NA	852228	SAS3	protein-coding
NA	852229	PIN4	protein-coding
NA	852230	SEC17	protein-coding
NA	852231	MOH1	protein-coding
NA	852232	RRT1	protein-coding
NA	852233	EDE1	protein-coding
NA	852234	PSY4	protein-coding
NA	852235	COR1	protein-coding
NA	852236	YBL044W	protein-coding
NA	852237	ECM13	protein-coding
NA	852238	FUI1	protein-coding
NA	852239	PRE7	protein-coding
NA	852240	ERD2	protein-coding
NA	852241	URA7	protein-coding
NA	852242	MRPL16	protein-coding
NA	852243	APL3	protein-coding
NA	852244	YBL036C	protein-coding
NA	852245	POL12	protein-coding
NA	852246	STU1	protein-coding
NA	852247	RIB1	protein-coding
NA	852248	HEK2	protein-coding
NA	852249	SHE1	protein-coding
NA	852250	PET9	protein-coding
NA	852251	YBL029C-A	protein-coding
NA	852252	YBL029W	protein-coding
NA	852253	YBL028C	protein-coding
NA	852254	RPL19B	protein-coding
NA	852255	LSM2	protein-coding
NA	852256	RRN10	protein-coding
NA	852257	NCL1	protein-coding
NA	852258	MCM2	protein-coding
NA	852259	PIM1	protein-coding
NA	852260	HAP3	protein-coding
NA	852261	RFT1	protein-coding
NA	852262	APN2	protein-coding
NA	852263	POP8	protein-coding
NA	852264	PEP1	protein-coding
NA	852265	FUS3	protein-coding
NA	852266	ACH1	protein-coding
NA	852267	tI(AAU)B	tRNA
NA	852268	tG(GCC)B	tRNA
NA	852269	RRN6	protein-coding
NA	852270	FMT1	protein-coding
NA	852271	SCT1	protein-coding
NA	852273	YBL010C	protein-coding
NA	852274	ALK2	protein-coding
NA	852275	HIR1	protein-coding
NA	852276	SLA1	protein-coding
NA	852277	LDB7	protein-coding
NA	852278	PDR3	protein-coding
NA	852279	YBL005W-A	protein-coding
NA	852280	YBL005W-B	protein-coding
NA	852281	tS(AGA)B	tRNA
NA	852282	UTP20	protein-coding
NA	852283	HTA2	protein-coding
NA	852284	HTB2	protein-coding
NA	852285	ECM15	protein-coding
NA	852286	NTH2	protein-coding
NA	852287	RER2	protein-coding
NA	852288	COQ1	protein-coding
NA	852289	GPI18	protein-coding
NA	852290	RCR1	protein-coding
NA	852291	UGA2	protein-coding
NA	852292	DSF2	protein-coding
NA	852293	FLR1	protein-coding
NA	852294	HHF1	protein-coding
NA	852295	HHT1	protein-coding
NA	852296	IPP1	protein-coding
NA	852298	YBR012W-A	protein-coding
NA	852299	YBR012W-B	protein-coding
NA	852300	YBR013C	protein-coding
NA	852301	tT(AGU)B	tRNA
NA	852302	GRX7	protein-coding
NA	852303	MNN2	protein-coding
NA	852304	YBR016W	protein-coding
NA	852305	KAP104	protein-coding
NA	852306	GAL7	protein-coding
NA	852307	GAL10	protein-coding
NA	852308	GAL1	protein-coding
NA	852309	FUR4	protein-coding
NA	852310	POA1	protein-coding
NA	852311	CHS3	protein-coding
NA	852312	SCO2	protein-coding
NA	852313	OLA1	protein-coding
NA	852314	ETR1	protein-coding
NA	852315	YBR027C	protein-coding
NA	852316	YPK3	protein-coding
NA	852317	CDS1	protein-coding
NA	852318	RKM3	protein-coding
NA	852319	RPL4A	protein-coding
NA	852320	YBR032W	protein-coding
NA	852321	EDS1	protein-coding
NA	852322	HMT1	protein-coding
NA	852323	PDX3	protein-coding
NA	852324	CSG2	protein-coding
NA	852325	SCO1	protein-coding
NA	852326	CHS2	protein-coding
NA	852327	ATP3	protein-coding
NA	852328	FIG1	protein-coding
NA	852329	FAT1	protein-coding
NA	852330	CST26	protein-coding
NA	852331	QDR3	protein-coding
NA	852332	TCM62	protein-coding
NA	852333	tV(UAC)B	tRNA
NA	852334	GIP1	protein-coding
NA	852335	ZTA1	protein-coding
NA	852336	FMP23	protein-coding
NA	852337	RPS11B	protein-coding
NA	852338	REB1	protein-coding
NA	852340	REG2	protein-coding
NA	852341	RFS1	protein-coding
NA	852342	YBR053C	protein-coding
NA	852343	YRO2	protein-coding
NA	852344	PRP6	protein-coding
NA	852345	tL(UAA)B2	tRNA
NA	852346	YBR056W	protein-coding
NA	852347	tQ(UUG)B	tRNA
NA	852348	MUM2	protein-coding
NA	852349	UBP14	protein-coding
NA	852350	TSC3	protein-coding
NA	852351	AKL1	protein-coding
NA	852352	ORC2	protein-coding
NA	852353	TRM7	protein-coding
NA	852354	YBR062C	protein-coding
NA	852356	YBR063C	protein-coding
NA	852357	ECM2	protein-coding
NA	852358	NRG2	protein-coding
NA	852359	TIP1	protein-coding
NA	852360	BAP2	protein-coding
NA	852361	TAT1	protein-coding
NA	852362	ALG14	protein-coding
NA	852363	YBR071W	protein-coding
NA	852364	HSP26	protein-coding
NA	852365	RDH54	protein-coding
NA	852366	PFF1	protein-coding
NA	852368	ECM8	protein-coding
NA	852369	SLM4	protein-coding
NA	852370	ECM33	protein-coding
NA	852371	RPG1	protein-coding
NA	852372	SEC18	protein-coding
NA	852373	SPT7	protein-coding
NA	852374	tR(UCU)B	tRNA
NA	852375	tD(GUC)B	tRNA
NA	852376	UBC4	protein-coding
NA	852377	TEC1	protein-coding
NA	852378	MIS1	protein-coding
NA	852379	RPL19A	protein-coding
NA	852380	AAC3	protein-coding
NA	852381	YBR085C-A	protein-coding
NA	852382	IST2	protein-coding
NA	852383	RFC5	protein-coding
NA	852385	POL30	protein-coding
NA	852386	NHP6B	protein-coding
NA	852387	YBR090C	protein-coding
NA	852388	TIM12	protein-coding
NA	852389	PHO3	protein-coding
NA	852390	PHO5	protein-coding
NA	852391	PBY1	protein-coding
NA	852392	RXT2	protein-coding
NA	852393	YBR096W	protein-coding
NA	852394	VPS15	protein-coding
NA	852395	MMS4	protein-coding
NA	852397	FES1	protein-coding
NA	852398	EXO84	protein-coding
NA	852399	SIF2	protein-coding
NA	852401	YMC2	protein-coding
NA	852402	VID24	protein-coding
NA	852403	PHO88	protein-coding
NA	852404	IML3	protein-coding
NA	852405	AIM3	protein-coding
NA	852406	CMD1	protein-coding
NA	852407	ALG1	protein-coding
NA	852408	YSA1	protein-coding
NA	852410	CYC8	protein-coding
NA	852411	RAD16	protein-coding
NA	852412	LYS2	protein-coding
NA	852414	TKL2	protein-coding
NA	852415	TEF2	protein-coding
NA	852416	MUD1	protein-coding
NA	852417	CBP6	protein-coding
NA	852418	GRS1	protein-coding
NA	852419	MRPL36	protein-coding
NA	852421	TFC1	protein-coding
NA	852422	PTC4	protein-coding
NA	852423	TPS1	protein-coding
NA	852424	VMA2	protein-coding
NA	852425	ATG14	protein-coding
NA	852426	OPY1	protein-coding
NA	852427	SHE3	protein-coding
NA	852428	CCZ1	protein-coding
NA	852429	AGP2	protein-coding
NA	852431	HSL7	protein-coding
NA	852432	CKS1	protein-coding
NA	852433	MEC1	protein-coding
NA	852434	YBR137W	protein-coding
NA	852435	YBR138C	protein-coding
NA	852436	YBR139W	protein-coding
NA	852437	IRA1	protein-coding
NA	852438	BMT2	protein-coding
NA	852439	MAK5	protein-coding
NA	852440	SUP45	protein-coding
NA	852441	YBR144C	protein-coding
NA	852442	ADH5	protein-coding
NA	852443	MRPS9	protein-coding
NA	852444	RTC2	protein-coding
NA	852445	YSW1	protein-coding
NA	852446	ARA1	protein-coding
NA	852447	TBS1	protein-coding
NA	852448	APD1	protein-coding
NA	852449	SPP381	protein-coding
NA	852450	RIB7	protein-coding
NA	852451	RPB5	protein-coding
NA	852452	CNS1	protein-coding
NA	852453	SLI15	protein-coding
NA	852454	ICS2	protein-coding
NA	852455	AMN1	protein-coding
NA	852456	IFA38	protein-coding
NA	852457	CDC28	protein-coding
NA	852458	CSH1	protein-coding
NA	852459	TOS1	protein-coding
NA	852460	YSY6	protein-coding
NA	852461	EXO5	protein-coding
NA	852462	ARL1	protein-coding
NA	852463	UBS1	protein-coding
NA	852464	TYR1	protein-coding
NA	852465	POP7	protein-coding
NA	852466	PEX32	protein-coding
NA	852467	SSE2	protein-coding
NA	852468	NPL4	protein-coding
NA	852469	SEC66	protein-coding
NA	852470	SMY2	protein-coding
NA	852471	UMP1	protein-coding
NA	852472	SWD3	protein-coding
NA	852474	ECM31	protein-coding
NA	852476	EHT1	protein-coding
NA	852477	FZO1	protein-coding
NA	852478	DTR1	protein-coding
NA	852479	RPS6B	protein-coding
NA	852480	SMP1	protein-coding
NA	852481	YPC1	protein-coding
NA	852482	YBR184W	protein-coding
NA	852483	MBA1	protein-coding
NA	852484	PCH2	protein-coding
NA	852485	GDT1	protein-coding
NA	852486	NTC20	protein-coding
NA	852487	RPS9B	protein-coding
NA	852489	RPL21A	protein-coding
NA	852491	RIM2	protein-coding
NA	852492	MED8	protein-coding
NA	852493	AIM4	protein-coding
NA	852494	MSI1	protein-coding
NA	852495	PGI1	protein-coding
NA	852496	YBR197C	protein-coding
NA	852497	TAF5	protein-coding
NA	852498	KTR4	protein-coding
NA	852499	BEM1	protein-coding
NA	852500	DER1	protein-coding
NA	852501	MCM7	protein-coding
NA	852502	COS111	protein-coding
NA	852503	LDH1	protein-coding
NA	852504	KTR3	protein-coding
NA	852506	FTH1	protein-coding
NA	852507	DUR1,2	protein-coding
NA	852508	YBR209W	protein-coding
NA	852509	tC(GCA)B	tRNA
NA	852510	tE(UUC)B	tRNA
NA	852511	ERV15	protein-coding
NA	852512	AME1	protein-coding
NA	852513	NGR1	protein-coding
NA	852514	MET8	protein-coding
NA	852515	SDS24	protein-coding
NA	852516	HPC2	protein-coding
NA	852517	YBP1	protein-coding
NA	852518	ATG12	protein-coding
NA	852519	PYC2	protein-coding
NA	852520	YBR219C	protein-coding
NA	852521	YBR220C	protein-coding
NA	852522	PDB1	protein-coding
NA	852523	PCS60	protein-coding
NA	852525	TDP1	protein-coding
NA	852526	YBR225W	protein-coding
NA	852528	MCX1	protein-coding
NA	852529	SLX1	protein-coding
NA	852530	ROT2	protein-coding
NA	852531	OM14	protein-coding
NA	852532	SWC5	protein-coding
NA	852533	PBP2	protein-coding
NA	852535	DAD3	protein-coding
NA	852536	ARC40	protein-coding
NA	852537	VHC1	protein-coding
NA	852538	ABD1	protein-coding
NA	852539	PRP5	protein-coding
NA	852540	YBR238C	protein-coding
NA	852541	ERT1	protein-coding
NA	852542	THI2	protein-coding
NA	852543	YBR241C	protein-coding
NA	852544	YBR242W	protein-coding
NA	852545	ALG7	protein-coding
NA	852546	GPX2	protein-coding
NA	852547	ISW1	protein-coding
NA	852548	RRT2	protein-coding
NA	852549	ENP1	protein-coding
NA	852550	HIS7	protein-coding
NA	852551	ARO4	protein-coding
NA	852552	SPO23	protein-coding
NA	852553	MRPS5	protein-coding
NA	852554	DUT1	protein-coding
NA	852555	SRB6	protein-coding
NA	852556	TRS20	protein-coding
NA	852557	MTC4	protein-coding
NA	852558	RCF3	protein-coding
NA	852559	RIB5	protein-coding
NA	852560	POP4	protein-coding
NA	852561	SHG1	protein-coding
NA	852562	YBR259W	protein-coding
NA	852563	RGD1	protein-coding
NA	852564	TAE1	protein-coding
NA	852565	SHM1	protein-coding
NA	852566	MIC12	protein-coding
NA	852567	YPT10	protein-coding
NA	852568	TSC10	protein-coding
NA	852569	REI1	protein-coding
NA	852571	MRPL37	protein-coding
NA	852572	SDH8	protein-coding
NA	852573	BIT2	protein-coding
NA	852574	EFM2	protein-coding
NA	852575	HSM3	protein-coding
NA	852576	UBX7	protein-coding
NA	852577	CHK1	protein-coding
NA	852578	RIF1	protein-coding
NA	852579	PPS1	protein-coding
NA	852580	DPB3	protein-coding
NA	852582	PAF1	protein-coding
NA	852583	SAF1	protein-coding
NA	852584	DUG2	protein-coding
NA	852585	MRPL27	protein-coding
NA	852586	SSH1	protein-coding
NA	852587	YBR284W	protein-coding
NA	852588	YBR285W	protein-coding
NA	852589	APE3	protein-coding
NA	852590	YBR287W	protein-coding
NA	852591	APM3	protein-coding
NA	852592	SNF5	protein-coding
NA	852593	BSD2	protein-coding
NA	852594	CTP1	protein-coding
NA	852595	YBR292C	protein-coding
NA	852596	VBA2	protein-coding
NA	852597	SUL1	protein-coding
NA	852598	PCA1	protein-coding
NA	852599	PHO89	protein-coding
NA	852600	MAL33	protein-coding
NA	852601	MAL31	protein-coding
NA	852602	MAL32	protein-coding
NA	852603	PAU24	protein-coding
NA	852605	COS2	protein-coding
NA	852606	GUS1	protein-coding
NA	852607	RTF1	protein-coding
NA	852608	TAD1	protein-coding
NA	852609	YGL242C	protein-coding
NA	852610	KAP114	protein-coding
NA	852611	DOC1	protein-coding
NA	852612	CSE1	protein-coding
NA	852614	HAP2	protein-coding
NA	852615	YGL235W	protein-coding
NA	852616	MTO1	protein-coding
NA	852617	ADE5,7	protein-coding
NA	852618	SEC15	protein-coding
NA	852619	TAN1	protein-coding
NA	852620	EMC4	protein-coding
NA	852621	YGL230C	protein-coding
NA	852622	SAP4	protein-coding
NA	852623	SHE10	protein-coding
NA	852624	VID30	protein-coding
NA	852625	OST5	protein-coding
NA	852626	MTC3	protein-coding
NA	852627	tV(AAC)G3	tRNA
NA	852628	COS12	protein-coding
NA	852629	YGL262W	protein-coding
NA	852630	PAU11	protein-coding
NA	852631	YGL260W	protein-coding
NA	852632	YPS5	protein-coding
NA	852633	YGL258W-A	protein-coding
NA	852634	VEL1	protein-coding
NA	852635	MNT2	protein-coding
NA	852636	ADH4	protein-coding
NA	852637	ZRT1	protein-coding
NA	852638	FZF1	protein-coding
NA	852639	HXK2	protein-coding
NA	852640	RTG2	protein-coding
NA	852641	HFM1	protein-coding
NA	852642	RMR1	protein-coding
NA	852643	ZIP2	protein-coding
NA	852644	PDE1	protein-coding
NA	852645	BRR6	protein-coding
NA	852646	RAI1	protein-coding
NA	852647	VRG4	protein-coding
NA	852648	SDT1	protein-coding
NA	852649	COG1	protein-coding
NA	852650	EDC1	protein-coding
NA	852651	NIF3	protein-coding
NA	852652	BOL2	protein-coding
NA	852654	MDM34	protein-coding
NA	852655	KIP3	protein-coding
NA	852657	CLG1	protein-coding
NA	852659	SKI8	protein-coding
NA	852660	VAM7	protein-coding
NA	852661	NCS6	protein-coding
NA	852662	YPT32	protein-coding
NA	852663	MIG2	protein-coding
NA	852664	SIP2	protein-coding
NA	852665	SPT16	protein-coding
NA	852666	CHC1	protein-coding
NA	852667	POX1	protein-coding
NA	852668	tH(GUG)G1	tRNA
NA	852669	YGL204C	protein-coding
NA	852670	KEX1	protein-coding
NA	852671	tK(UUU)G1	tRNA
NA	852672	ARO8	protein-coding
NA	852673	MCM6	protein-coding
NA	852674	tK(CUU)G1	tRNA
NA	852675	EMP24	protein-coding
NA	852676	YIP4	protein-coding
NA	852678	MDS3	protein-coding
NA	852679	DSD1	protein-coding
NA	852680	GCN1	protein-coding
NA	852681	HOS2	protein-coding
NA	852682	YGL193C	protein-coding
NA	852683	IME4	protein-coding
NA	852684	COX13	protein-coding
NA	852685	CDC55	protein-coding
NA	852686	RPS26A	protein-coding
NA	852688	COX4	protein-coding
NA	852689	TPN1	protein-coding
NA	852690	YGL185C	protein-coding
NA	852691	STR3	protein-coding
NA	852692	MND1	protein-coding
NA	852694	GTS1	protein-coding
NA	852695	ATG1	protein-coding
NA	852696	TOS3	protein-coding
NA	852697	MPT5	protein-coding
NA	852699	YGL176C	protein-coding
NA	852700	SAE2	protein-coding
NA	852701	BUD13	protein-coding
NA	852702	XRN1	protein-coding
NA	852703	NUP49	protein-coding
NA	852704	ROK1	protein-coding
NA	852705	SPO74	protein-coding
NA	852706	tK(CUU)G2	tRNA
NA	852707	SUA5	protein-coding
NA	852708	HUR1	protein-coding
NA	852709	PMR1	protein-coding
NA	852710	CUP2	protein-coding
NA	852712	YRB30	protein-coding
NA	852713	RAD54	protein-coding
NA	852714	SUT1	protein-coding
NA	852715	YIP5	protein-coding
NA	852716	AIM14	protein-coding
NA	852717	YGL159W	protein-coding
NA	852718	tL(CAA)G1	tRNA
NA	852719	RCK1	protein-coding
NA	852720	ARI1	protein-coding
NA	852721	AMS1	protein-coding
NA	852722	CDC43	protein-coding
NA	852723	LYS5	protein-coding
NA	852724	PEX14	protein-coding
NA	852726	NUT1	protein-coding
NA	852727	YGL149W	protein-coding
NA	852728	INO80	protein-coding
NA	852729	ARO2	protein-coding
NA	852730	RPL9A	protein-coding
NA	852731	RRT6	protein-coding
NA	852732	TIP20	protein-coding
NA	852733	ROG1	protein-coding
NA	852734	MRF1	protein-coding
NA	852735	GPI10	protein-coding
NA	852736	HUL5	protein-coding
NA	852737	YGL140C	protein-coding
NA	852738	FLC3	protein-coding
NA	852739	YGL138C	protein-coding
NA	852740	SEC27	protein-coding
NA	852741	MRM2	protein-coding
NA	852742	RPL1B	protein-coding
NA	852743	PCL10	protein-coding
NA	852744	ITC1	protein-coding
NA	852746	SNT2	protein-coding
NA	852747	CEG1	protein-coding
NA	852748	RSM23	protein-coding
NA	852749	CWC23	protein-coding
NA	852750	SOH1	protein-coding
NA	852751	SCS3	protein-coding
NA	852752	MET13	protein-coding
NA	852753	MON1	protein-coding
NA	852754	RPS2	protein-coding
NA	852755	NAB2	protein-coding
NA	852756	GPG1	protein-coding
NA	852757	PRP43	protein-coding
NA	852758	COQ8	protein-coding
NA	852759	tW(CCA)G1	tRNA
NA	852760	YGL118C	protein-coding
NA	852761	YGL117W	protein-coding
NA	852762	CDC20	protein-coding
NA	852763	SNF4	protein-coding
NA	852764	YGL114W	protein-coding
NA	852765	SLD3	protein-coding
NA	852766	TAF6	protein-coding
NA	852767	NSA1	protein-coding
NA	852768	CUE3	protein-coding
NA	852770	YGL108C	protein-coding
NA	852771	RMD9	protein-coding
NA	852772	MLC1	protein-coding
NA	852773	ARC1	protein-coding
NA	852774	VPS73	protein-coding
NA	852775	RPL28	protein-coding
NA	852777	YGL101W	protein-coding
NA	852778	SEH1	protein-coding
NA	852779	LSG1	protein-coding
NA	852780	USE1	protein-coding
NA	852781	tH(GUG)G2	tRNA
NA	852782	SRM1	protein-coding
NA	852783	TOS8	protein-coding
NA	852784	SOE1	tRNA
NA	852785	VPS45	protein-coding
NA	852786	PAN2	protein-coding
NA	852787	SPC105	protein-coding
NA	852788	NUP145	protein-coding
NA	852789	NBP35	protein-coding
NA	852790	LIF1	protein-coding
NA	852791	MF(ALPHA)2	protein-coding
NA	852792	YGL088W	protein-coding
NA	852793	MMS2	protein-coding
NA	852794	MAD1	protein-coding
NA	852795	LCL3	protein-coding
NA	852796	GUP1	protein-coding
NA	852797	SCY1	protein-coding
NA	852798	YGL082W	protein-coding
NA	852799	YGL081W	protein-coding
NA	852800	MPC1	protein-coding
NA	852801	KXD1	protein-coding
NA	852802	DBP3	protein-coding
NA	852803	HNM1	protein-coding
NA	852804	RPL7A	protein-coding
NA	852805	MPS2	protein-coding
NA	852806	HSF1	protein-coding
NA	852809	AFT1	protein-coding
NA	852810	RPB9	protein-coding
NA	852811	MNP1	protein-coding
NA	852813	NPY1	protein-coding
NA	852814	SGF73	protein-coding
NA	852815	ALG2	protein-coding
NA	852816	MRH4	protein-coding
NA	852817	PUS2	protein-coding
NA	852818	PYC1	protein-coding
NA	852819	DUO1	protein-coding
NA	852820	YBP2	protein-coding
NA	852821	PKP2	protein-coding
NA	852822	RAD6	protein-coding
NA	852823	GEP7	protein-coding
NA	852824	SDS23	protein-coding
NA	852825	OLE1	protein-coding
NA	852826	ERV14	protein-coding
NA	852827	tE(UUC)G2	tRNA
NA	852828	PRM8	protein-coding
NA	852830	MST27	protein-coding
NA	852831	tR(UCU)G1	tRNA
NA	852832	TYW3	protein-coding
NA	852833	TIF4632	protein-coding
NA	852834	RPT6	protein-coding
NA	852835	ALG13	protein-coding
NA	852836	tV(AAC)G1	tRNA
NA	852837	RIM8	protein-coding
NA	852838	RNA15	protein-coding
NA	852839	DST1	protein-coding
NA	852842	HEM2	protein-coding
NA	852843	SUP54	tRNA
NA	852844	YGL039W	protein-coding
NA	852845	OCH1	protein-coding
NA	852846	PNC1	protein-coding
NA	852847	YGL036W	protein-coding
NA	852848	MIG1	protein-coding
NA	852849	YGL034C	protein-coding
NA	852850	HOP2	protein-coding
NA	852851	AGA2	protein-coding
NA	852852	RPL24A	protein-coding
NA	852853	RPL30	protein-coding
NA	852854	CGR1	protein-coding
