geo_accession	age	batch_cov1	batch_cov2	batch_cov3	batch_cov4	batch_cov5	batch_cov6	batch_cov7	batch_cov8	batch_cov9	batch_cov10	batch_cov11	batch_cov12	batch_cov13	batch_cov14	batch_cov15	batch_cov16	site_cov1
GSM2457650	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457651	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457652	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457653	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457654	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457655	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457656	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457657	53.91666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GSM2457658	53.91666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
GSM2457659	73	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GSM2457660	73	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GSM2457661	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457662	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457663	71	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457664	71	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457665	77	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457666	58	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457667	58	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457668	71.58333333	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457669	60	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GSM2457670	60	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
GSM2457671	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457672	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457673	73	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457674	73	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2457675	61	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457676	61	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457677	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457678	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457679	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457680	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457681	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457682	69.58333333	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457683	76	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457684	76	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2457685	59	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457686	60	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457687	56	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457688	56	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457689	60.91666667	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457690	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457691	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457692	68	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457693	68	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457694	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457695	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457696	58	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GSM2457697	58	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457698	72	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457699	72	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457700	67	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457701	67	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2457702	56	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457703	47.83333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GSM2457704	47.83333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
GSM2457705	72.58333333	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457706	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457707	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457708	65.66666667	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457709	68	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457710	68	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
GSM2457711	65	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
GSM2457712	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457713	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457714	62	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457715	62	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457716	68	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457717	70	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GSM2457718	70	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
GSM2457719	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457720	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457721	61	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457722	61	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457723	52	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457724	52	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457725	62	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457726	62	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
GSM2457727	61	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2457728	60.25	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457729	59	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457730	59	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457731	57.16666667	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457732	51	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457733	51	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457734	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457735	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457736	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457737	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457738	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457739	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457740	60	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457741	61	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457742	61	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2457743	51.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GSM2457744	68	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GSM2457745	68	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
GSM2457746	55.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GSM2457747	55.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
GSM2457748	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457749	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457750	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457751	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457752	82	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSM2457753	82	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GSM2457754	68	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457755	68	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
GSM2457756	67	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457757	67	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457758	64	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457759	56	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457760	56	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457761	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457762	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457763	72	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457764	72	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2457765	62.66666667	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457766	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457767	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457768	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457769	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457770	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457771	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457772	72	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457773	72	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2457774	59	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457775	59	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
GSM2457776	48.83333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
GSM2457777	63	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457778	63	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2457779	55	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GSM2457780	55	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457781	80	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GSM2457782	80	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GSM2457783	64	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457784	71	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457785	71	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457786	69.25	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457787	66	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457788	62.33333333	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457789	73.08333333	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457790	67	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457791	67	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457792	67.83333333	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457793	70.5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457794	64.83333333	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457795	68	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457796	68	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2457797	63.91666667	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GSM2457798	63.91666667	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457799	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457800	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457801	70	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2457802	61	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457803	61	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2457804	63	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457805	63	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2457806	76	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457807	76	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2457808	68	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457809	70	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457810	70	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457811	74	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSM2457812	74	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457813	69	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GSM2457814	69	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GSM2457815	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457816	78	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457817	50.58333333	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457818	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457819	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457820	68	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457821	68	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457822	71	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457823	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457824	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457825	65	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457826	63.58333333	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457827	60	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457828	68	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457829	68	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457830	67	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457831	67	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457832	73	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457833	73	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457834	71	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457835	71	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457836	51	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457837	51	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457838	66	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457839	67	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457840	67	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457841	61	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSM2457842	61	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GSM2457843	62.41666667	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457844	66	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457845	66	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2457846	77	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457847	77	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457848	77	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457849	77	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457850	58	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457851	58	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2457852	79	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457853	54	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457854	54	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2457855	59	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSM2457856	59	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GSM2457857	66	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSM2457858	66	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GSM2457859	65	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457860	65	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457861	75	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457862	75	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457863	61	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457864	61	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2457865	59	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457866	59	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457867	62	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457868	62	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457869	69	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457870	69	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457871	65	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457872	65	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457873	66	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457874	66	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2457875	59	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457876	59	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457877	70.08333333	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457878	59	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457879	57	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457880	58	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457881	58	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2457882	52	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457883	72	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457884	72	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2457885	60	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457886	60	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2457887	69	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457888	69	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457889	66	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457890	58	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457891	58	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2457892	59	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457893	59	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2457894	71	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457895	71	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2457896	63.58333333	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457897	62	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSM2457898	62	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GSM2457899	68	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457900	68	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457901	77	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GSM2457902	73	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSM2457903	61.41666667	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457904	68	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457905	68	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457906	56	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457907	56	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2457908	65.58333333	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457909	56	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457910	55	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457911	55	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457912	63	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457913	63	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2457914	56	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457915	56	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457916	65	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457917	65	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457918	64.66666667	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457919	67	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457920	67	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457921	74	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457922	46	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457923	46	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457924	66.66666667	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457925	59	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457926	59	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457927	71	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457928	66	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSM2457929	66	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457930	59	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457931	59	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457932	72	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
GSM2457933	73	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457934	73	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457935	62	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457936	60	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSM2457937	60	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GSM2457938	76	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457939	66	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457940	66	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457941	79	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457942	66.66666667	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457943	66	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSM2457944	66	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GSM2457945	74.25	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457946	81	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSM2457947	81	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GSM2457948	65	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457949	65	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457950	61	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSM2457951	61	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GSM2457952	64.33333333	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457953	63	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GSM2457954	63	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GSM2457955	57	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457956	57	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457957	45.08333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GSM2457958	45.08333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
GSM2457959	58	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GSM2457960	58	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GSM2457961	56.58333333	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GSM2457962	58	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSM2457963	58	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSM2457964	76	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GSM2457965	76	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
GSM2457966	38.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GSM2457967	38.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
GSM2457968	64.66666667	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
