ID	GTEX_1117F	GTEX_111FC	GTEX_1128S	GTEX_117XS	GTEX_1192X	GTEX_11DXY	GTEX_11EI6	GTEX_11EMC	GTEX_11GS4	GTEX_11GSO	GTEX_11GSP	GTEX_11NUK	GTEX_11NV4	GTEX_11PRG	GTEX_11TTK	GTEX_11WQK	GTEX_11ZUS	GTEX_12126	GTEX_12WSA	GTEX_12WSD	GTEX_12WSF	GTEX_12WSH	GTEX_12ZZW	GTEX_12ZZX	GTEX_12ZZY	GTEX_12ZZZ	GTEX_1313W	GTEX_131XW	GTEX_131YS	GTEX_132Q8	GTEX_13FHO	GTEX_13FHP	GTEX_13FLW	GTEX_13FXS	GTEX_13IVO	GTEX_13JUV	GTEX_13JVG	GTEX_13NYB	GTEX_13NYC	GTEX_13NYS	GTEX_13O3O	GTEX_13O3Q	GTEX_13OVH	GTEX_13OVJ	GTEX_13OW6	GTEX_13OW7	GTEX_13OW8	GTEX_13PL6	GTEX_13PVQ	GTEX_13QIC	GTEX_13S7M	GTEX_13SLX	GTEX_13VXU	GTEX_13X6J	GTEX_13X6K	GTEX_145MF	GTEX_145MG	GTEX_145MH	GTEX_147GR	GTEX_14A5I	GTEX_14ASI	GTEX_14BIL	GTEX_14BIM	GTEX_14BIN	GTEX_14BMV	GTEX_14C39	GTEX_14C5O	GTEX_14DAQ	GTEX_14JG1	GTEX_14JIY	GTEX_14LZ3	GTEX_14PJM	GTEX_15EO6	GTEX_15ER7	GTEX_15G19	GTEX_15RJE	GTEX_15SHU	GTEX_15UF6	GTEX_16GPK	GTEX_16XZZ	GTEX_16YQH	GTEX_16Z82	GTEX_17EVP	GTEX_17EVQ	GTEX_17F97	GTEX_17HHY	GTEX_17HII	GTEX_17JCI	GTEX_17MF6	GTEX_183WM	GTEX_1A3MX	GTEX_1A8G6	GTEX_1A8G7	GTEX_1AX9I	GTEX_1B8L1	GTEX_1B8SF	GTEX_1B8SG	GTEX_1CB4H	GTEX_NPJ7	GTEX_NPJ8	GTEX_OXRN	GTEX_PVOW	GTEX_PWO3	GTEX_Q2AG	GTEX_QDT8	GTEX_QMR6	GTEX_QVJO	GTEX_QVUS	GTEX_RNOR	GTEX_RU72	GTEX_T2IS	GTEX_T5JC	GTEX_T6MN	GTEX_TSE9	GTEX_UTHO	GTEX_WHSE	GTEX_WL46	GTEX_WVLH	GTEX_WWYW	GTEX_WZTO	GTEX_X4XX	GTEX_X585	GTEX_Y111	GTEX_Y8DK	GTEX_YFC4	GTEX_YJ89	GTEX_Z93S	GTEX_ZAJG	GTEX_ZDXO	GTEX_ZE7O	GTEX_ZF28	GTEX_ZUA1	GTEX_ZVT3	GTEX_ZYFD	GTEX_ZYY3	GTEX_ZZPT
C1	-0.1037	0.0112	0.0162	0.0156	0.0158	0.0109	0.0164	0.015	0.01	0.0158	0.0168	0.0154	-0.1152	-0.1317	0.0178	0.0152	0.015	-0.1138	0.0164	-0.1246	0.0172	0.0161	0.0162	0.005	0.0162	0.0165	0.0182	0.0177	0.0156	0.0154	0.0161	-0.1105	-0.1052	-0.1173	0.0179	-0.1142	0.0175	-0.1116	0.0141	0.0173	0.0163	0.0177	0.0168	0.0145	0.0179	0.0168	0.0157	0.0021	0.0032	0.0129	0.016	-0.1036	0.0161	0.0121	0.0159	0.0159	-0.1081	0.0147	0.0155	0.0154	-0.1151	0.0118	0.0163	0.0126	0.0166	0.0162	0.0153	0.0169	0.0171	0.0161	0.0074	0.0163	0.0161	0.0167	0.0166	0.0159	0.0084	0.016	0.0163	0.0163	0.0148	0.0164	0.0182	0.017	0.0179	0.0166	0.0148	0.0163	0.0166	0.0086	0.0154	0.0169	0.0146	0.0159	0.0174	0.0158	0.0162	0.0162	0.0157	0.0176	0.0162	0.0148	0.0173	0.0173	0.0145	0.0152	0.0152	0.0163	0.0166	-0.0274	0.016	0.0157	0.0163	0.0158	0.0178	0.0137	0.0149	0.0169	0.0165	0.0113	0.0098	-0.1282	0.0161	0.0173	0.0171	0.0071	0.0161	-0.1051	0.0162	0.0151	0.0165	0.0171	0.0152	0.0151	0.0124	0.0176
C2	-0.0173	-0.008	-0.0111	-0.0071	-0.006	-0.0027	-0.0039	-0.0026	-0.0044	-0.007	-0.0052	-0.0025	-0.017	-0.0161	-0.0023	-0.0075	-0.0055	-0.0211	-0.0021	-0.0236	-0.0069	-0.0043	-0.0092	0.0643	-0.0032	-0.0131	-0.0091	-0.0029	-0.008	-0.0023	-0.01	-0.0152	-0.0169	-0.0156	-2e-04	-0.0074	-0.0065	-0.0189	-0.0085	-0.0061	-0.0037	-0.0037	-0.0041	-0.0044	-0.007	-0.0058	-0.0076	0.0242	0.0216	0.0023	-0.0024	-0.0133	-0.0071	-0.0034	-0.0076	-0.0096	-0.011	-0.0025	-0.0032	-0.0049	-0.0163	-0.0076	-0.0065	-0.0029	-0.0073	-0.0082	-0.0062	-0.0015	-0.0052	-0.0072	-0.0013	-0.002	-0.0042	-0.0057	-0.0082	-0.0108	-0.0069	-0.0102	-0.0018	-0.007	-0.0033	-0.0039	-0.008	-0.0055	-0.0075	-0.0089	-0.0094	-0.0056	-0.0098	0.0093	-0.0094	-0.003	-0.0087	-0.011	-0.005	-0.0038	-0.004	-0.0023	0.0106	-0.0098	-0.0033	-0.0056	-0.0015	-0.0053	-0.0019	0.0015	-0.0048	-0.0028	0.0023	0.328	-0.0045	-0.0051	-0.0075	0.003	-0.012	-0.007	-0.0039	-0.0021	-0.0029	0.0012	6e-04	-0.0252	-0.0059	-0.0083	-0.0092	-0.0024	-0.007	-0.0164	-0.0083	-0.0104	-0.0082	-0.0069	-0.0033	-0.0047	-0.0046	-0.007
C3	0.0017	0.0308	0.0381	-0.0125	0.0098	-0.0789	0.0195	-0.0098	-0.1478	-0.0037	-0.0019	0.0049	-0.0223	0.0015	0.0449	0.0083	-0.0178	0.006	0.0463	0.0048	0.0288	-0.0067	-0.0375	0.0486	-5e-04	0.0277	0.0453	0.0223	-0.0157	0.0111	-0.0203	0.0166	0.0029	0.0065	0.0617	-0.0039	0.0207	6e-04	-0.0723	0.0281	-0.0271	0.0153	0.0384	0	0.0234	0.0208	0.0044	-0.0153	-0.1733	-0.0657	0.0538	0.0091	0	-0.0969	0.0067	6e-04	0.0089	-0.0174	-0.0304	0.0164	0.0155	-0.0562	0.0223	-0.0704	0.0078	0.028	-0.0095	0.0429	0.025	0.0146	-0.1524	0.0415	0.0044	0.0038	0.0204	0.0147	0.0116	0.0139	0.015	0.0088	-0.0133	-0.0203	0.0093	0.0139	0.0257	0.0186	-0.0117	0.0053	0.0298	-0.1146	0.0199	-0.0062	-0.017	-0.0168	0.0124	-0.0075	0.0232	0.0089	0.0574	0.0067	0.0301	0.0236	0.0233	0.0147	-0.0321	0.0124	0.0112	0.0041	0.0253	0.0161	0.0169	0.0353	0.0202	0.0143	0.0273	-0.0559	0.0171	0.0212	0.0244	-0.0626	-0.1489	0.0038	-9e-04	0.0118	0.0044	-0.1582	0.0249	0.0118	0.0104	0.0047	0.0278	0.0061	-0.0258	-0.0156	-0.0859	0.0531
InferredCov1	-0.045160498470068	0.00143495015799999	-0.00235500442795455	0.0542625598609447	-0.0328630097210407	0.0323912464082241	-0.0401475057005882	-0.0407495088875294	-0.0138780446723104	0.00639929855242372	-0.0866044834256172	0.0289047062397003	-0.0100140459835529	0.0424427464604378	-0.0861087515950203	-0.0460966899991035	0.0767871960997581	0.0560485906898975	-0.104986771941185	-0.0573663376271725	0.0344903506338596	0.0127613032236695	-0.0285415034741163	0.0501186512410641	-0.00227658194489777	-0.00731940707191825	0.0531462095677853	-0.031176820397377	0.0441817976534367	-0.018431643024087	-0.00651461398229003	-0.00670962780714035	0.0319843888282776	0.0421191155910492	-0.0833050832152367	-0.0612796321511269	-0.0767775326967239	0.00395135069265962	0.0223867278546095	-0.0134741589426994	0.0207002125680447	0.0373419336974621	0.016232805326581	-0.0892894864082336	0.0209119115024805	-0.0468345284461975	-0.0144835608080029	-0.0038556985091418	-0.0589437857270241	-0.0157100278884172	-0.0333464443683624	0.0549009777605534	0.0480057187378407	0.00366670847870409	-0.0506042540073395	0.0238417405635118	0.0149711752310395	0.0624760650098324	-0.0343482755124569	-0.00839801598340273	0.0352105423808098	-0.0271981321275234	0.011090699583292	0.0192834176123142	0.0534129105508327	-0.0114300213754177	-0.00469870865345001	0.012071174569428	0.0470095127820969	0.044240765273571	-0.0314782448112965	0.0351143591105938	0.044210996478796	0.00240897596813738	-0.0140849407762289	-0.0795871466398239	0.0175211168825626	-0.0909666568040848	-0.0655976533889771	-0.00246303761377931	0.021116103976965	-0.033824197947979	-0.000609688344411552	-0.0388535261154175	0.0312709733843803	0.0337563306093216	-0.00399621622636914	0.0169655438512564	-0.105459198355675	-0.0605202317237854	0.0154562117531896	-0.0477595776319504	-0.0735162124037743	0.0494611226022243	0.0676106065511703	0.0462820120155811	-0.0486453510820866	-0.0498227030038834	-0.0469530671834946	-0.0402268096804619	-0.00875700544565916	0.0862423256039619	-0.0888009518384933	0.0065439734607935	-0.0232032872736454	0.00639165285974741	0.00217372854240239	-0.0540833175182343	0.0509820953011513	-0.010490745306015	0.0788789615035057	0.0734316930174828	0.0526539832353592	0.0521788746118546	0.0131754102185369	0.0440532863140106	0.0810713544487953	0.0785163566470146	0.0449514463543892	0.0391545034945011	0.0160718783736229	0.00275939935818315	0.023241076618433	0.0261727590113878	0.0335950665175915	0.0306412409991026	0.0875615552067757	-0.0257937405258417	-0.0181753784418106	-0.0321667566895485	-0.00947337225079536	0.0540610663592815	-0.00827353913336992	0.0426377020776272	-0.0542042329907417	-0.0587235353887081
InferredCov2	-0.156049504876137	0.00684280972927809	0.0105985375121236	-0.080139733850956	-0.0710071921348572	0.0207717996090651	0.0156548079103231	-0.0374505594372749	-0.151593893766403	-0.0332161113619804	-0.00816651526838541	0.0744288489222527	0.00827970635145903	0.0401879325509071	0.0275287926197052	0.038785882294178	-0.00903914775699377	-0.0342154465615749	-0.0213551186025143	-0.0468541085720062	-0.06474519520998	0.0107221361249685	-0.0432512536644936	-0.00120212254114449	-0.101560868322849	0.0629180744290352	-0.0832876935601234	0.0164483319967985	0.0378939062356949	0.0434844121336937	-0.0238243881613016	-0.0334858670830727	-0.064766451716423	-0.029479406774044	0.0496496967971325	-0.040945366024971	0.0300068277865648	-0.0976229980587959	0.0812955349683762	-0.0100693264976144	-0.0388264022767544	-0.0275509413331747	-0.0396630987524986	-0.0211634989827871	-0.0398211516439915	0.0027507352642715	-0.104630053043365	0.0333854220807552	-0.0366812534630299	-0.0347240641713142	-0.0401239804923534	-0.110572174191475	-0.0636118054389954	0.0698171183466911	0.0817592516541481	-0.0873210281133652	-0.0401501134037971	0.0352424159646034	-0.0409140698611736	0.0541272312402725	0.00216884538531303	0.0230024475604296	-0.00554020702838898	0.0166172124445438	-0.00660585798323154	-0.0419778153300285	0.0407097972929478	0.0504273399710655	0.0118007063865662	-0.0258342456072569	-0.0116828083992004	0.0145190702751279	0.00919506140053272	0.104366473853588	-0.0277767088264227	0.093844398856163	-0.00497009651735425	-0.0563513487577438	0.0449109226465225	-0.0251245312392712	0.0322239771485329	0.0451962538063526	0.00677237333729863	-0.0298748426139355	0.037574153393507	0.0711798369884491	-0.0493625104427338	-0.0177249070256948	-0.0194580852985382	0.0549100860953331	0.00766470143571496	-0.00956061016768217	0.0446821972727776	-0.0131060760468245	0.0200589038431644	0.0479590445756912	0.182420685887337	0.00577734084799886	0.02330581843853	-0.0519828833639622	0.056381169706583	0.179146125912666	0.0719538033008575	-0.0916533246636391	0.055407639592886	0.150873467326164	0.042033676058054	-0.0110117057338357	0.0408384017646313	0.0394990220665932	0.10921572893858	-0.0391902402043343	-0.0771621242165565	0.11055039614439	0.108744286000729	-0.0146427052095532	-0.0527225397527218	0.0151817267760634	0.0377646051347256	0.0880308225750923	0.0302192904055119	-0.0482795424759388	-0.0673696175217628	0.0608384944498539	-0.0255448631942272	-0.0738621279597282	-0.0241384375840425	-0.145288705825806	-0.0159655045717955	-0.0141327045857906	0.0302904546260834	0.0317431353032589	-0.0314423739910126	-0.048805832862854	0.0608039386570454	-0.017254026606679
InferredCov3	0.0319647453725338	0.135498255491257	0.000360047619324178	-0.0392907522618771	0.071589820086956	-0.0014065244467929	-0.0456138141453266	-0.0607468821108341	0.0721597373485565	-0.0108213638886809	-0.0502891279757023	-0.0157491248100996	-0.139149412512779	-0.0531936213374138	-0.045919232070446	0.062951922416687	0.00469779223203659	-0.0471112504601479	0.0434939041733742	-0.0256015527993441	-0.00932420138269663	0.0416736863553524	-0.0900897532701492	-0.0168371833860874	0.102436147630215	0.0232526566833258	0.042640034109354	-0.0981116145849228	-0.0451516360044479	0.0397544540464878	0.0776782482862473	0.0827143788337708	0.0276661198586226	0.0508269630372524	0.0309751592576504	-0.0413049347698689	-0.0160820856690407	0.0255944915115833	0.0508007518947124	0.0907570049166679	-0.0239934399724007	-0.0650329813361168	0.0390418209135532	0.0414003618061543	0.0131524633616209	-0.00251079467125237	0.0621315464377403	-0.0263920668512583	0.0701035335659981	-0.0444566123187542	-0.0072436137124896	-0.0468354523181915	0.0248296242207289	-0.0386013500392437	-0.0389161221683025	0.0150122018530965	-0.0661451071500778	0.00753467297181487	-0.0196550227701664	-0.015726936981082	0.00701927486807108	-0.0474481657147408	0.0125605976209044	-0.0157727543264627	-0.0141712566837668	-0.0355087891221046	0.0174506101757288	-0.0446754842996597	-0.0295049175620079	0.024430900812149	-0.0535894855856895	-0.0834871679544449	-0.0290222894400358	-0.0601552538573742	-0.0227806940674782	-0.0350218191742897	-0.0126693341881037	-0.0499027594923973	-0.0315764546394348	-0.00890219677239656	0.0020023190882057	-0.0244185905903578	-0.0935700386762619	-0.0264559052884579	0.0576105043292046	0.0406786911189556	-0.0737876370549202	-0.00544802658259869	-0.0143822003155947	0.0475460588932037	0.107029944658279	-0.00131187727674842	-0.05094363540411	-0.0107953194528818	-0.102280914783478	-0.0605327375233173	-0.0386207699775696	-0.0268419086933136	0.0410825945436954	0.127267464995384	-0.000254652433795854	0.100590243935585	-0.00300501030869782	0.0178649667650461	0.125042900443077	0.135519474744797	-0.0357682555913925	0.0877938345074654	0.0551407635211945	-0.0541856586933136	0.00240368209779263	-0.00633252318948507	0.0446621291339397	0.0647881999611855	0.198862969875336	0.00272793415933847	0.0315360762178898	-0.0408633463084698	-0.00894048251211643	-0.0146523928269744	0.0466266199946404	0.0490434803068638	-0.0869160816073418	-0.0790163055062294	0.0749930068850517	-0.0696608126163483	-0.080757275223732	0.113300286233425	-0.0281634721904993	-0.160109922289848	-0.0235187392681837	-0.0038152183406055	-0.0425220094621181	0.0141251645982265	0.0584721304476261	0.0021236902102828
InferredCov4	0.0370830893516541	0.0785377249121666	-0.045482125133276	-0.0270524229854345	-0.0234319716691971	0.0227607302367687	-0.01234838552773	0.0144063336774707	0.0731954649090767	0.00977489352226257	0.0254675932228565	0.0312211662530899	0.072180263698101	0.0131286364048719	-0.0096478434279561	-0.0699867904186249	0.0231799986213446	-0.0310322064906359	0.0525425262749195	0.0672140270471573	-0.0353110730648041	-0.0888776928186417	-0.0239935424178839	-0.0136344954371452	0.0561463236808777	0.0420453958213329	0.0497738234698772	0.02942562289536	0.00347717432305217	-0.102270118892193	0.0699540972709656	0.106534168124199	0.0692889243364334	-0.022641696035862	-0.144522607326508	-0.0170105677098036	-0.015654880553484	0.0752900764346123	-0.157305717468262	-0.191445246338844	0.0232259277254343	-0.00801082793623209	0.0157943218946457	0.0107909897342324	0.0435680784285069	0.0767451673746109	0.0552872829139233	-0.00753945019096136	0.0374426990747452	0.00373223377391696	0.0266153980046511	-0.0440111681818962	0.00650023110210896	0.0810949578881264	0.0485053882002831	0.0314357802271843	0.0137439211830497	0.0103268241509795	0.0705001056194305	0.0090143010020256	0.0209890976548195	0.0155768170952797	-0.0918141081929207	-0.0139955431222916	0.0154949650168419	-0.0134672345593572	-0.115222357213497	-0.021055793389678	0.0397745557129383	-0.0124620664864779	-0.114718921482563	-0.010038984939456	-0.0400484092533588	0.0385315082967281	-0.136121824383736	-0.0549175515770912	0.00507419742643833	0.0179372727870941	0.0667161867022514	-0.0758606791496277	0.0447965115308762	0.0252472944557667	0.0521481446921825	0.00493424804881215	-0.0314069464802742	0.0542101003229618	-0.00254430226050317	0.0640379786491394	0.0901735723018646	-0.0299820154905319	-0.00241557392291725	0.0445942990481853	-0.0089254891499877	0.0177480708807707	-0.0138488989323378	0.00715571641921997	0.0927647277712822	-0.0742296725511551	-0.0175038352608681	-0.123762004077435	-0.0325656943023205	0.0432920306921005	0.00801353808492422	0.0256540328264236	0.134935975074768	0.101199150085449	-0.0463799796998501	0.0678923279047012	0.0291162598878145	-0.0299269035458565	0.0443109534680843	-0.0263060256838799	0.0422079004347324	0.00989544671028852	0.0370259806513786	-0.0310809276998043	0.02156962454319	0.020972266793251	-0.138546526432037	-0.0158055573701859	-0.109394438564777	-0.147944122552872	0.0127575192600489	0.0250496361404657	0.0414702259004116	0.0034039553720504	-0.0431875213980675	-0.0804648399353027	0.0744447112083435	0.0410277470946312	-0.124239780008793	0.0318548195064068	0.0104621527716517	-0.0508222095668316	-0.0601825602352619	-0.0980929061770439
InferredCov5	-0.0308553334325552	-0.0306492317467928	-0.0798110738396645	0.0176257994025946	-0.00636563031002879	0.0617012865841389	-0.0598665177822113	-0.0333210863173008	0.0200301203876734	-0.007959327660501	0.0139296753332019	0.0165035892277956	0.0907523930072784	0.0396849140524864	0.10917866230011	0.130645126104355	0.0212721526622772	0.00706430291756988	0.0882777273654938	-0.0287263095378876	0.0450047478079796	-0.191412582993507	-0.0359236001968384	-0.0239507164806128	0.00173286232165992	-0.088297002017498	0.0533875711262226	-0.0303874928504229	-0.0173931233584881	0.125362887978554	0.101389229297638	0.010137234814465	0.0288328193128109	-0.0269061233848333	-0.146600186824799	0.0746942609548569	0.0583136044442654	-0.0265132691711187	0.0201380904763937	0.0184531416743994	0.0307885631918907	-0.0225741621106863	-0.00392125966027379	0.115130767226219	-0.0106119532138109	-0.0966195166110992	0.0340594165027142	-0.117951422929764	0.073881097137928	-0.033777691423893	-0.0615145638585091	-0.00544098811224103	-0.0066687623038888	-0.0125863840803504	0.0406461656093597	-0.00947778299450874	-0.0813476219773293	-0.0195833519101143	-0.110629044473171	-0.0730259045958519	-0.0494362153112888	-0.0173545479774475	0.00426797149702907	8.87369678821415e-05	0.0164187513291836	-0.0286465715616941	0.175392895936966	0.0367199294269085	0.0334762670099735	0.0174460466951132	-0.0799588188529015	0.0461969338357449	0.0346974544227123	-0.0178150422871113	-0.0888603404164314	0.207763627171516	0.0391255468130112	-0.0582204349339008	-0.0271947458386421	0.0399534553289413	0.0506493970751762	-0.0126655036583543	0.0410308316349983	-0.019828200340271	-0.019981449469924	-0.0146313486620784	0.00917760282754898	-0.0162943843752146	0.0779826045036316	-0.0618334971368313	0.0619834028184414	-0.0378490053117275	-0.0858286544680595	0.0416602492332458	0.0869281142950058	-0.0196407772600651	-0.0286997575312853	0.111407585442066	0.0224152039736509	-0.0243125800043344	-0.0686661303043365	-0.0539118424057961	-0.0214032996445894	-0.0375216640532017	0.00337085174396634	0.0200849957764149	0.0158725678920746	0.00853732787072659	-0.0820345133543015	-0.0520800314843655	-0.0144004635512829	0.0477909445762634	-0.00227450579404831	-0.0190299041569233	-0.0744007527828217	0.16668801009655	0.0514608100056648	0.0222929585725069	-0.00426459079608321	0.0508297383785248	-0.128515973687172	0.121963553130627	0.000870054529514164	0.000759012356866151	-0.00437011290341616	-0.0446261242032051	-0.010289378464222	-0.112925730645657	-0.00869633816182613	-0.0625831335783005	-0.0953373610973358	0.0214646682143211	-0.0616621561348438	0.0304892621934414	0.0336467251181602	0.00251253601163626
InferredCov6	0.074461504817009	-0.0638981983065605	0.00813584122806787	0.0669169276952744	-0.0366492979228497	0.0120530920103192	0.0116587150841951	0.0491357371211052	-0.0255914069712162	0.0854146704077721	0.0235724020749331	0.082671120762825	-0.271810829639435	-0.0022378854919225	-0.0164827015250921	0.0244052112102509	-0.0325798951089382	-0.0110405907034874	-0.0716483518481255	0.0619982779026031	0.00700929667800665	-0.0422666668891907	0.0376265197992325	-0.0214745085686445	-0.0357407182455063	0.0645830407738686	-0.0938736274838448	0.0443207919597626	0.0426517613232136	0.134654492139816	0.0210651401430368	-0.0811581015586853	-0.0907206758856773	0.107575170695782	-0.112583607435226	-0.104436099529266	0.0690711513161659	-0.048736646771431	0.0138803897425532	0.0164055358618498	0.0931523367762566	-0.0312601402401924	0.00252461945638061	0.0135387759655714	0.0173610709607601	0.0501657500863075	0.0477891005575657	0.0196279995143414	-0.0300564561039209	0.0990719124674797	0.139194399118423	-0.020045654848218	0.012015400454402	-0.0719159841537476	-0.0126380231231451	0.0193031039088964	0.0429250411689281	0.0139148831367493	-0.13720703125	0.00705260410904884	0.0398183390498161	0.0498480349779129	0.0419570095837116	0.0218158662319183	0.0707917362451553	0.0831394866108894	0.070048913359642	0.0493074804544449	0.036807257682085	0.052898783236742	-0.0169251449406147	0.0403877571225166	0.0329059064388275	-0.05857964605093	-0.0246726758778095	-0.00239475490525365	0.0845430493354797	-0.0207826308906078	0.0336992852389812	0.117402620613575	-0.0362948849797249	0.0721302554011345	-0.0884130820631981	0.0331586189568043	0.0195741262286901	0.0186186134815216	0.0691029503941536	0.00889922026544809	-0.0265469215810299	-0.0197271592915058	-0.0247435718774796	0.0279771890491247	-0.0490769557654858	-0.00602541258558631	-0.0742791369557381	-0.0215208604931831	-0.0717736184597015	-0.0249703023582697	-0.0676075294613838	-0.121398650109768	-0.0287162642925978	-0.0461625345051289	-0.0463376045227051	0.00711844861507416	0.0331313498318195	0.0888291001319885	-0.0339464955031872	0.017592940479517	0.0401353091001511	0.00860011670738459	-0.0308232139796019	-0.0129667110741138	0.034593291580677	0.10430733859539	-0.0587809011340141	-0.10323453694582	-0.0964761823415756	-0.0538738928735256	-0.123127937316895	0.00538679910823703	-0.0168259814381599	-0.0279102008789778	-0.0422396175563335	-0.0704934224486351	-0.0561638996005058	0.0479639321565628	-0.0654434040188789	-0.102999657392502	-0.0119172735139728	-0.00688741449266672	-0.0990957617759705	0.0121781788766384	0.123688913881779	0.0282061286270618	0.0962769016623497	0.000876613717991859
InferredCov7	-0.146998018026352	0.043519414961338	0.0259137842804193	0.0034748655743897	-0.0120638338848948	-0.00564129976555705	0.0366353318095207	0.0263509824872017	0.020736550912261	0.0186112746596336	0.043666522949934	0.055230800062418	0.0113165350630879	0.0528027415275574	-0.0986835435032845	0.070737436413765	0.0539893880486488	0.0979778617620468	0.0191456191241741	0.105862431228161	-0.116758853197098	-0.00103571522049606	-0.121483609080315	0.0451690591871738	0.0657301545143127	0.0344044417142868	0.000917592609766871	0.006477284245193	-0.019951730966568	-0.0686081275343895	-0.151401877403259	0.0369018726050854	-0.068202018737793	0.135605573654175	0.0961680859327316	0.0965816304087639	0.0987541526556015	-0.0569840110838413	-0.0276313330978155	-0.0374282635748386	-0.0664122104644775	0.0114248525351286	0.00502016581594944	0.0379527360200882	0.0334209315478802	0.0568475462496281	-0.0246300678700209	-0.0313608646392822	0.0607674457132816	-0.00134377111680806	-0.0205626506358385	-0.0438856929540634	0.029615294188261	-0.0171145088970661	-0.00808833725750446	0.0502151139080524	-0.0688131377100945	0.00592666491866112	0.000346832268405706	-0.0467436388134956	0.0473948195576668	0.0291545726358891	-0.0216373633593321	0.0140368714928627	0.00161159480921924	-0.0420756414532661	-0.0337173603475094	0.066003143787384	0.0322872996330261	0.0905676335096359	-0.0329181812703609	0.0111908037215471	-0.127077266573906	0.0678660944104195	0.0136092314496636	0.051970899105072	0.0246679950505495	-0.107201226055622	0.105722635984421	-0.0127370599657297	0.18001015484333	0.0875495597720146	0.0367747917771339	0.0197192989289761	-0.0454053841531277	0.052368301898241	0.0239171050488949	-0.0542245171964169	-0.089977853000164	0.0471317358314991	0.0785366892814636	0.108231455087662	0.0453726127743721	0.0133877387270331	0.0329504534602165	0.0342196635901928	-0.0613334253430367	-0.0950193405151367	-0.0775043591856956	0.0579528547823429	-0.0429519005119801	-0.031543854624033	-0.0840952023863792	0.133076265454292	-0.146243929862976	-0.106594085693359	-0.0759321823716164	-0.0820377767086029	0.0191718358546495	-0.0308793392032385	-0.0274985507130623	-0.0485556945204735	-0.00211612228304148	-0.0511471219360828	-0.093085415661335	0.0426388792693615	-0.0237039867788553	-0.0938013195991516	-0.0355412438511848	0.0406380221247673	0.0418985150754452	-0.0456428490579128	0.0413168855011463	-0.0650958046317101	0.0360023155808449	-0.0374326333403587	-0.0457110479474068	-0.0116477785632014	-0.00631878525018692	-0.116028480231762	-0.0438179410994053	0.0615995079278946	-0.0498019158840179	0.0101463487371802	0.123850047588348	-0.0476837083697319
